,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation status,Upregulated,Downregulated,Not significant
ENSCSAG00000003112.1_ZNF469,6.248731028,-0.667813698,0.718924458,-0.928906634,0.352937475,0.68483314,Not Significant,,,
ENSCSAG00000004555.1_ADM,27.37345508,0.417472301,0.449600356,0.92854086,0.353127083,0.68483314,Not Significant,,,
ENSCSAG00000007517.1_HERC4,211.5101353,-0.195823966,0.210815769,-0.928886709,0.352947802,0.68483314,Not Significant,,,
ENSCSAG00000008994.1_FGFR4,275.9114943,-0.32552772,0.350569066,-0.928569437,0.353112267,0.68483314,Not Significant,,,
ENSCSAG00000011764.1_TNK1,9.889933159,-0.513259593,0.552521016,-0.928941304,0.352919506,0.68483314,Not Significant,,,
ENSCSAG00000012224.1_ZNF74,47.69697633,-0.23706971,0.255230261,-0.928846401,0.352968693,0.68483314,Not Significant,,,
ENSCSAG00000012765.1_ID1,62.56954385,0.410540711,0.441808609,0.929227504,0.352771197,0.68483314,Not Significant,,,
ENSCSAG00000013129.1_UMAD1,8.273320496,-0.503938604,0.542721626,-0.92853975,0.353127658,0.68483314,Not Significant,,,
ENSCSAG00000013605.1_GOLGA1,104.4563007,-0.167419295,0.180198197,-0.929084187,0.352845459,0.68483314,Not Significant,,,
ENSCSAG00000015675.1_ARHGAP5,371.9999216,-0.223438731,0.240624683,-0.928577767,0.353107948,0.68483314,Not Significant,,,
ENSCSAG00000003034.1_WWC2,244.1686778,-0.167949639,0.18095806,-0.928113613,0.353348639,0.684911805,Not Significant,,,
ENSCSAG00000005071.1_TDRD1,2.177379774,1.225988318,1.320824849,0.92819901,0.353304348,0.684911805,Not Significant,,,
ENSCSAG00000005262.1_COPE,140.2364051,0.178004815,0.191789262,0.928127122,0.353341632,0.684911805,Not Significant,,,
ENSCSAG00000009069.1_ADAL,9.280551919,-0.460545826,0.496143653,-0.928250968,0.353277402,0.684911805,Not Significant,,,
ENSCSAG00000004238.1_CPM,399.2688565,-0.230770759,0.248706851,-0.9278826,0.353468471,0.685056635,Not Significant,,,
ENSCSAG00000012673.1_SEC62,302.6608807,0.311110002,0.335385856,0.927618134,0.353605688,0.685121292,Not Significant,,,
ENSCSAG00000017899.1_STARD13,60.40706478,-0.221829759,0.239154743,-0.927557433,0.353637187,0.685121292,Not Significant,,,
ENSCSAG00000018061.1,6.78257968,-0.780103441,0.840933448,-0.927663709,0.353582039,0.685121292,Not Significant,,,
ENSCSAG00000003452.1_GAB1,87.06208198,-0.191921429,0.206979989,-0.927246298,0.35379867,0.685346702,Not Significant,,,
ENSCSAG00000007637.1_PIN1,44.64310573,0.273401806,0.294951037,0.926939633,0.353957878,0.685440275,Not Significant,,,
ENSCSAG00000012683.1_CCM2L,9.900028489,-0.490848917,0.529564064,-0.926892421,0.353982393,0.685440275,Not Significant,,,
ENSCSAG00000014892.1_RAPGEF1,328.3022491,0.216009722,0.233020013,0.927000728,0.353926156,0.685440275,Not Significant,,,
ENSCSAG00000005669.1_NFAM1,13.35125977,0.454472648,0.490463278,0.926619114,0.354124327,0.685627682,Not Significant,,,
ENSCSAG00000011361.1_PPP4R3A,246.8276666,0.13918552,0.150232437,0.926467834,0.354202906,0.685692392,Not Significant,,,
ENSCSAG00000001477.1_DR1,378.6683479,0.349071373,0.376892971,0.926181702,0.35435156,0.685892727,Not Significant,,,
ENSCSAG00000000713.1_PLCH2,113.4327356,0.664687177,0.71784065,0.92595366,0.354470063,0.686034656,Not Significant,,,
ENSCSAG00000013529.1_KCNT2,74.15697975,-0.35479508,0.383385036,-0.925427565,0.354743546,0.686476456,Not Significant,,,
ENSCSAG00000006568.1_ABHD10,125.5815659,0.261776199,0.282928254,0.925238803,0.354841704,0.686578908,Not Significant,,,
ENSCSAG00000016314.1_PYCR2,90.92755416,-0.191844688,0.207452167,-0.924765888,0.355087698,0.686967345,Not Significant,,,
ENSCSAG00000000850.1_ARHGEF19,5.819405488,0.535925066,0.579777001,0.924364134,0.355296762,0.6870332,Not Significant,,,
ENSCSAG00000007387.1_CTSL,517.6840506,0.161372399,0.174572421,0.924386555,0.355285092,0.6870332,Not Significant,,,
ENSCSAG00000010265.1_WASL,256.6106411,0.212886849,0.230277481,0.924479664,0.355236635,0.6870332,Not Significant,,,
ENSCSAG00000017437.1_PDCD6,72.22622778,0.226700729,0.245253494,0.924352697,0.355302714,0.6870332,Not Significant,,,
ENSCSAG00000002020.1_HCN3,701.5307297,-0.611905168,0.662046576,-0.92426302,0.355349391,0.687035969,Not Significant,,,
ENSCSAG00000001213.1_TOE1,36.86713476,0.230773483,0.249802624,0.923823294,0.355578325,0.687041209,Not Significant,,,
ENSCSAG00000004105.1_C19orf33,5.330318732,0.801091837,0.866966932,0.9240166,0.355477673,0.687041209,Not Significant,,,
ENSCSAG00000004452.1_SCD5,91.78090577,0.264686216,0.286473069,0.923947991,0.355513395,0.687041209,Not Significant,,,
ENSCSAG00000007666.1_ID4,28.71597336,-0.632666506,0.684734201,-0.923959261,0.355507527,0.687041209,Not Significant,,,
ENSCSAG00000018258.1,9.871970884,-0.370902077,0.401478159,-0.923841231,0.355568985,0.687041209,Not Significant,,,
ENSCSAG00000000160.1_S1PR1,131.1901199,0.202931675,0.219718412,0.92359886,0.355695208,0.687092193,Not Significant,,,
ENSCSAG00000016864.1_ASB7,60.8482435,-0.242707995,0.262774455,-0.923636184,0.355675768,0.687092193,Not Significant,,,
ENSCSAG00000003530.1_TGFB1,331.0025276,-0.242820682,0.263167444,-0.922685108,0.356171329,0.687148829,Not Significant,,,
ENSCSAG00000005061.1_GMIP,125.7875185,-0.272070358,0.294833282,-0.922793914,0.356114613,0.687148829,Not Significant,,,
ENSCSAG00000005439.1_IL12RB1,1.921610247,-1.06903096,1.157863899,-0.9232786,0.355862037,0.687148829,Not Significant,,,
ENSCSAG00000006842.1_SOX10,52.62666006,-0.269748205,0.292167163,-0.923266677,0.355868249,0.687148829,Not Significant,,,
ENSCSAG00000007473.1_SLC49A4,25.02814481,0.262959491,0.28499714,0.922674142,0.356177045,0.687148829,Not Significant,,,
ENSCSAG00000009725.1_MEST,53.49831883,0.245589535,0.266032817,0.923155037,0.355926416,0.687148829,Not Significant,,,
ENSCSAG00000012793.1_RUNX1T1,21.35488169,-0.343241176,0.371997219,-0.92269823,0.356164488,0.687148829,Not Significant,,,
ENSCSAG00000014501.1_MTURN,25.63485694,-0.337469067,0.365509031,-0.923285168,0.355858615,0.687148829,Not Significant,,,
ENSCSAG00000014604.1_PCIF1,78.96442274,0.234333743,0.253923922,0.922850203,0.356085274,0.687148829,Not Significant,,,
ENSCSAG00000017059.1_ST6GAL2,14.94898474,-0.327605437,0.355008886,-0.922809117,0.356106689,0.687148829,Not Significant,,,
ENSCSAG00000002429.1_SPTA1,2.437956663,-1.150198616,1.247116811,-0.922286193,0.356379314,0.687182208,Not Significant,,,
ENSCSAG00000002433.1_FUZ,10.23239658,-0.494483606,0.536195898,-0.922206991,0.356420617,0.687182208,Not Significant,,,
ENSCSAG00000004023.1,3.634113763,0.754063522,0.817588331,0.922302208,0.356370963,0.687182208,Not Significant,,,
ENSCSAG00000004056.1_CAPS2,1.962400821,-0.870051791,0.943439892,-0.922212213,0.356417894,0.687182208,Not Significant,,,
ENSCSAG00000017947.1,51.61493592,0.221958699,0.240675912,0.922230635,0.356408287,0.687182208,Not Significant,,,
ENSCSAG00000003497.1_HROB,45.24109327,0.268903221,0.291653317,0.9219961,0.35653061,0.687230343,Not Significant,,,
ENSCSAG00000011762.1,14.61649406,-0.385058357,0.417679629,-0.92189882,0.356581355,0.687230343,Not Significant,,,
ENSCSAG00000016004.1,14.42710023,-0.341907748,0.370854588,-0.92194558,0.356556962,0.687230343,Not Significant,,,
ENSCSAG00000003198.1_MMP1,1.955771336,-1.178123095,1.278107069,-0.921771833,0.356647603,0.687244552,Not Significant,,,
ENSCSAG00000005165.1_DUSP5,34.05414169,-0.338826386,0.367675007,-0.921537715,0.35676976,0.687244552,Not Significant,,,
ENSCSAG00000005552.1_ACCS,55.6515153,0.421172258,0.457022905,0.921556126,0.356760153,0.687244552,Not Significant,,,
ENSCSAG00000006145.1_HIRIP3,63.02300627,0.261136716,0.283362102,0.921565425,0.3567553,0.687244552,Not Significant,,,
ENSCSAG00000008747.1,43.56368542,-0.278662424,0.302451757,-0.921345031,0.356870318,0.687351062,Not Significant,,,
ENSCSAG00000008259.1_SLC37A3,53.09979048,0.246159135,0.267247723,0.921089736,0.357003578,0.687520525,Not Significant,,,
ENSCSAG00000015179.1_USP19,273.7109546,-0.147149692,0.159831687,-0.920654061,0.357231068,0.687609806,Not Significant,,,
ENSCSAG00000016819.1_ARAP2,71.91054813,0.280283844,0.304422087,0.920707977,0.35720291,0.687609806,Not Significant,,,
ENSCSAG00000017658.1_ABHD3,130.951017,-0.804933413,0.874105765,-0.920865008,0.357120909,0.687609806,Not Significant,,,
ENSCSAG00000018332.1_THOC2,279.8272775,-0.158267354,0.171893048,-0.92073156,0.357190595,0.687609806,Not Significant,,,
ENSCSAG00000010757.1_SIRT6,12.98543187,-0.440063252,0.478251502,-0.920150276,0.357494234,0.688029144,Not Significant,,,
ENSCSAG00000014983.1_STYX,35.56081649,0.209948754,0.228219792,0.919941045,0.357603568,0.688152349,Not Significant,,,
ENSCSAG00000005278.1_LPCAT2,86.3167712,-0.209980614,0.228337028,-0.919608245,0.357777516,0.688399846,Not Significant,,,
ENSCSAG00000008007.1_PGBD1,67.14217541,0.214213833,0.233052246,0.919166568,0.358008455,0.688756922,Not Significant,,,
ENSCSAG00000016533.1,4.815351503,-0.820321788,0.893083378,-0.918527663,0.358342683,0.689312598,Not Significant,,,
ENSCSAG00000002754.1_REXO2,77.1971892,0.229079253,0.249440869,0.918370969,0.358424684,0.689383005,Not Significant,,,
ENSCSAG00000017705.1,13.30093367,-0.433911525,0.472872213,-0.917608422,0.358823907,0.690063453,Not Significant,,,
ENSCSAG00000004547.1_BUB3,43.34996892,-0.21744783,0.237034527,-0.917367745,0.358949969,0.690218473,Not Significant,,,
ENSCSAG00000019090.1_H1-3,7.794777362,0.571943597,0.623586181,0.917184528,0.359045953,0.690228231,Not Significant,,,
ENSCSAG00000019455.1,17.62271677,-0.33434607,0.364531285,-0.917194447,0.359040756,0.690228231,Not Significant,,,
ENSCSAG00000001138.1_MYCL,39.34097681,-0.442466131,0.482498894,-0.917030352,0.359126735,0.690279768,Not Significant,,,
ENSCSAG00000001295.1,563.7348947,0.239143767,0.260800695,0.916959854,0.359163678,0.690279768,Not Significant,,,
ENSCSAG00000013607.1,267.7759608,-0.398665872,0.43490352,-0.91667658,0.359312142,0.690477711,Not Significant,,,
ENSCSAG00000002006.1_ZNF613,158.2522281,-0.246755711,0.269260949,-0.916418483,0.359447445,0.690562937,Not Significant,,,
ENSCSAG00000008740.1_VWA7,2.111809869,-0.764471878,0.834126558,-0.916493871,0.359407921,0.690562937,Not Significant,,,
ENSCSAG00000000219.1_H2BC21,51.23400696,0.325280623,0.355128874,0.915950933,0.359692631,0.690859171,Not Significant,,,
ENSCSAG00000012809.1_PGAP6,243.9461318,0.252022245,0.275127673,0.916019251,0.359656798,0.690859171,Not Significant,,,
ENSCSAG00000019137.1_LRRC4,36.89556816,0.217114144,0.237116325,0.915644018,0.359853636,0.691081,Not Significant,,,
ENSCSAG00000013126.1_GSTA4,5.76423239,-0.579242717,0.632857538,-0.915281375,0.360043934,0.691359021,Not Significant,,,
ENSCSAG00000008704.1_RFX3,14.33918452,-0.407529673,0.445296584,-0.915187064,0.360093435,0.691366647,Not Significant,,,
ENSCSAG00000000567.1_KCTD11,4.593864002,0.600235435,0.656022556,0.914961581,0.3602118,0.691374709,Not Significant,,,
ENSCSAG00000012093.1_TOR3A,167.883983,-0.169006145,0.184710396,-0.914979067,0.36020262,0.691374709,Not Significant,,,
ENSCSAG00000013792.1_RAD50,93.57610106,-0.238128724,0.26027305,-0.914918867,0.360234225,0.691374709,Not Significant,,,
ENSCSAG00000000758.1_SLC45A1,2.628817381,-0.766915714,0.83845769,-0.914674315,0.360362632,0.691446369,Not Significant,,,
ENSCSAG00000008823.1_USP37,52.47131957,0.249671651,0.272946744,0.914726616,0.360335168,0.691446369,Not Significant,,,
ENSCSAG00000011718.1_ZNF318,191.703661,-0.177577721,0.194162537,-0.914582821,0.360410681,0.691451193,Not Significant,,,
ENSCSAG00000014885.1_EYA2,2.746368068,-0.776923996,0.849864056,-0.914174439,0.360625193,0.691758602,Not Significant,,,
ENSCSAG00000017773.1_TPT1,3711.234731,0.172995531,0.189251407,0.914104335,0.360662025,0.691758602,Not Significant,,,
ENSCSAG00000001667.1_ZNF471,1093.263186,-0.331628891,0.362843817,-0.913971453,0.360731846,0.691805138,Not Significant,,,
ENSCSAG00000006128.1,5.937138953,0.641197462,0.701711558,0.913762151,0.360841839,0.691928693,Not Significant,,,
ENSCSAG00000007243.1_BPHL,290.5532628,-0.243488668,0.26653256,-0.913541926,0.360957594,0.692063266,Not Significant,,,
ENSCSAG00000007633.1_TET1,19.57967949,-0.355617052,0.389330178,-0.913407365,0.361028333,0.692111506,Not Significant,,,
ENSCSAG00000011742.1_TSR3,23.65594922,0.276541778,0.302845545,0.913144614,0.361166489,0.692288959,Not Significant,,,
ENSCSAG00000010700.1,28.82795455,-0.30561815,0.334821775,-0.912778597,0.361358997,0.692550137,Not Significant,,,
ENSCSAG00000010760.1_ZCCHC7,79.61324418,-0.190870388,0.209124412,-0.912712134,0.36139396,0.692550137,Not Significant,,,
ENSCSAG00000003293.1_TMEM131L,160.2057493,0.184119667,0.201852199,0.912150913,0.36168928,0.692870691,Not Significant,,,
ENSCSAG00000003419.1_NBR1,559.5323788,-0.143595731,0.157437612,-0.912080212,0.361726494,0.692870691,Not Significant,,,
ENSCSAG00000004005.1_PPA2,112.8879338,-0.204594834,0.224367419,-0.911874081,0.361835007,0.692870691,Not Significant,,,
ENSCSAG00000012614.1_MRC1,347.2047542,0.251012016,0.275211939,0.91206805,0.361732896,0.692870691,Not Significant,,,
ENSCSAG00000014207.1_RASSF1,31.33923498,-0.306809684,0.33644238,-0.911923415,0.361809035,0.692870691,Not Significant,,,
ENSCSAG00000017849.1_AP4M1,7.60114841,0.505457622,0.554211958,0.91202944,0.36175322,0.692870691,Not Significant,,,
ENSCSAG00000016966.1_NPHP1,6.460008246,-0.513695692,0.563424774,-0.911737851,0.361906734,0.692920659,Not Significant,,,
ENSCSAG00000000571.1_HASPIN,3.406263633,0.821564336,0.902443745,0.91037734,0.362623544,0.692963976,Not Significant,,,
ENSCSAG00000001769.1,4.922537963,-0.564830468,0.620393756,-0.910438673,0.36259121,0.692963976,Not Significant,,,
ENSCSAG00000001816.1_MRPL9,27.03860724,0.296772514,0.326508326,0.908927859,0.363388207,0.692963976,Not Significant,,,
ENSCSAG00000002829.1_CA11,59.18329795,0.470562903,0.518395104,0.907730223,0.364020772,0.692963976,Not Significant,,,
ENSCSAG00000002887.1_PPP2R1B,948.8925039,-0.135382503,0.148559994,-0.911298521,0.362138105,0.692963976,Not Significant,,,
ENSCSAG00000003536.1_PKD1L2,47.54964595,0.375439898,0.413388798,0.908200464,0.363772319,0.692963976,Not Significant,,,
ENSCSAG00000003866.1_MED29,74.3103284,0.259484646,0.285396311,0.909208129,0.363240274,0.692963976,Not Significant,,,
ENSCSAG00000004092.1_THAP2,25.58232177,-0.327202025,0.3604676,-0.907715492,0.364028557,0.692963976,Not Significant,,,
ENSCSAG00000004162.1_ZNF569,13.21562129,0.335089238,0.368193864,0.91008914,0.362775501,0.692963976,Not Significant,,,
ENSCSAG00000005558.1_MRPL43,39.40553196,0.256731722,0.281913179,0.910676553,0.362465822,0.692963976,Not Significant,,,
ENSCSAG00000005737.1_CCDC134,20.69875072,-0.341825794,0.37653835,-0.907811367,0.363977892,0.692963976,Not Significant,,,
ENSCSAG00000005857.1_SRCAP,943.655829,-0.144500905,0.159134014,-0.908045368,0.363854252,0.692963976,Not Significant,,,
ENSCSAG00000005880.1,5.092022201,-0.64833972,0.711318595,-0.911461791,0.362052109,0.692963976,Not Significant,,,
ENSCSAG00000006108.1_LRRFIP1,111.3606586,-0.175319955,0.192596599,-0.910296214,0.362666315,0.692963976,Not Significant,,,
ENSCSAG00000006340.1_TMEM132E,6.502830048,-0.661297036,0.727644176,-0.908819253,0.363445542,0.692963976,Not Significant,,,
ENSCSAG00000006573.1_TUBGCP5,65.23253783,-0.277108212,0.304087691,-0.911277305,0.362149281,0.692963976,Not Significant,,,
ENSCSAG00000006661.1_ZNF709,2.441070825,-0.865988583,0.952583725,-0.909094455,0.363300269,0.692963976,Not Significant,,,
ENSCSAG00000006760.1_EMD,138.8406893,-0.225769006,0.247911482,-0.910683944,0.362461927,0.692963976,Not Significant,,,
ENSCSAG00000008319.1_STRAP,111.6487142,0.194512892,0.214086464,0.908571651,0.363576276,0.692963976,Not Significant,,,
ENSCSAG00000009133.1,7.028812049,0.847634825,0.932368768,0.909119711,0.363286939,0.692963976,Not Significant,,,
ENSCSAG00000009135.1_TFB2M,54.07838969,-0.244293542,0.26851745,-0.909786466,0.362935133,0.692963976,Not Significant,,,
ENSCSAG00000010005.1_MYL9,183.1131864,-0.329000615,0.361674084,-0.909660466,0.3630016,0.692963976,Not Significant,,,
ENSCSAG00000010262.1_FANCD2,12.45534361,0.377088922,0.414668787,0.909373779,0.363152858,0.692963976,Not Significant,,,
ENSCSAG00000010629.1_PIDD1,16.85947156,0.445976896,0.490510006,0.909210598,0.363238971,0.692963976,Not Significant,,,
ENSCSAG00000010683.1,165.8616056,0.178351694,0.195963777,0.910125826,0.362756156,0.692963976,Not Significant,,,
ENSCSAG00000011062.1_FOXA2,70.81000828,0.280426816,0.308389434,0.909326925,0.363177582,0.692963976,Not Significant,,,
ENSCSAG00000011607.1_CLCN7,166.079817,0.292034189,0.320788383,0.910363981,0.362630587,0.692963976,Not Significant,,,
ENSCSAG00000012100.1_FAM3D,4.152235226,-1.074533051,1.183517806,-0.907914563,0.363923363,0.692963976,Not Significant,,,
ENSCSAG00000012275.1_PDE12,67.88235689,-0.230982797,0.254129948,-0.908916084,0.363394423,0.692963976,Not Significant,,,
ENSCSAG00000012492.1_C9orf43,18.0959215,-0.330369858,0.363772205,-0.908177846,0.363784267,0.692963976,Not Significant,,,
ENSCSAG00000012745.1_DGKK,43.39537707,0.377434406,0.414802671,0.909913154,0.362868312,0.692963976,Not Significant,,,
ENSCSAG00000013002.1_MINK1,194.5776286,0.163944409,0.180384102,0.908862849,0.363422526,0.692963976,Not Significant,,,
ENSCSAG00000013668.1_MAPK1,587.5332397,0.182644872,0.201034414,0.908525403,0.363600698,0.692963976,Not Significant,,,
ENSCSAG00000013910.1_FAM83D,27.17320881,-0.307685339,0.337750449,-0.910984249,0.362303673,0.692963976,Not Significant,,,
ENSCSAG00000014239.1_EDC3,25.13148168,-0.275827472,0.302740418,-0.911102237,0.362241508,0.692963976,Not Significant,,,
ENSCSAG00000015134.1,9.254478466,0.520806675,0.573423684,0.908240607,0.363751114,0.692963976,Not Significant,,,
ENSCSAG00000015529.1,12.45458784,0.656301819,0.722007871,0.908995381,0.363352564,0.692963976,Not Significant,,,
ENSCSAG00000015762.1_DNLZ,14.65811511,0.447686532,0.492327064,0.909327486,0.363177286,0.692963976,Not Significant,,,
ENSCSAG00000016025.1_SLC22A17,29.09814308,-0.349772538,0.384603549,-0.909436585,0.363119717,0.692963976,Not Significant,,,
ENSCSAG00000016144.1_MMADHC,203.2661593,-0.248136704,0.272237201,-0.91147243,0.362046506,0.692963976,Not Significant,,,
ENSCSAG00000016278.1_EPHX1,6884.199656,0.262551784,0.289243159,0.907719944,0.364026204,0.692963976,Not Significant,,,
ENSCSAG00000016280.1_SPOPL,16.29000754,-0.390205017,0.428849757,-0.909887461,0.362881863,0.692963976,Not Significant,,,
ENSCSAG00000016384.1_TRAV21,39.49753364,0.718850869,0.791767046,0.907907032,0.363927342,0.692963976,Not Significant,,,
ENSCSAG00000018637.1,8.651008416,0.956609967,1.053500905,0.908029563,0.363862602,0.692963976,Not Significant,,,
ENSCSAG00000019088.1_ZNF322,10.62884413,-0.392809202,0.431366115,-0.910616734,0.36249735,0.692963976,Not Significant,,,
ENSCSAG00000019571.1,53.74815889,0.259743088,0.28512327,0.910985231,0.362303155,0.692963976,Not Significant,,,
ENSCSAG00000011779.1_EDA,62.408483,-0.228750822,0.252051221,-0.90755689,0.36411238,0.693036661,Not Significant,,,
ENSCSAG00000019080.1_H2AC17,6.0559956,0.551080647,0.607296538,0.907432551,0.364178103,0.693074882,Not Significant,,,
ENSCSAG00000002608.1,410.831707,-0.188280756,0.207543759,-0.907185824,0.364308539,0.693149375,Not Significant,,,
ENSCSAG00000014849.1_KBTBD2,41.52495575,0.238050241,0.262398235,0.907209764,0.364295881,0.693149375,Not Significant,,,
ENSCSAG00000013488.1_LRRN4,2.205306385,1.341405542,1.47945925,0.906686373,0.364572672,0.693565024,Not Significant,,,
ENSCSAG00000014514.1_NOD1,35.09703601,0.324295411,0.357765133,0.906447783,0.364698891,0.693718234,Not Significant,,,
ENSCSAG00000013546.1_EIF2B5,86.14235459,-0.193929378,0.214011837,-0.906161926,0.364850152,0.693919033,Not Significant,,,
ENSCSAG00000000687.1_CCNL2,176.7994828,-0.189201194,0.208964121,-0.905424307,0.365240643,0.694114533,Not Significant,,,
ENSCSAG00000000701.1_GNB1,610.2957773,0.11664297,0.12903055,0.903994985,0.365998061,0.694114533,Not Significant,,,
ENSCSAG00000001090.1_AGO4,67.77516054,0.204774095,0.226274824,0.904979576,0.365476207,0.694114533,Not Significant,,,
ENSCSAG00000003157.1_SNRPD2,89.09443302,0.293779692,0.324954795,0.904063262,0.365961857,0.694114533,Not Significant,,,
ENSCSAG00000004049.1_NFKB1,122.1187103,0.154976114,0.171410265,0.904123879,0.365929717,0.694114533,Not Significant,,,
ENSCSAG00000005140.1,383.3886568,-0.223331867,0.246644456,-0.905480993,0.365210625,0.694114533,Not Significant,,,
ENSCSAG00000006407.1_CC2D1A,69.76599017,-0.266781368,0.295143805,-0.903902989,0.366046844,0.694114533,Not Significant,,,
ENSCSAG00000007831.1_COQ7,54.18065419,-0.284967307,0.314807671,-0.905210811,0.365353716,0.694114533,Not Significant,,,
ENSCSAG00000008670.1_DOP1B,107.4100846,-0.2567635,0.283560022,-0.905499648,0.365200746,0.694114533,Not Significant,,,
ENSCSAG00000008783.1,2.248389615,-1.280943238,1.417404312,-0.903724666,0.366141417,0.694114533,Not Significant,,,
ENSCSAG00000008925.1_NCAM2,2.221508035,0.886185391,0.980575441,0.903740145,0.366133207,0.694114533,Not Significant,,,
ENSCSAG00000009294.1_CCDC174,25.40442801,-0.270075709,0.298267426,-0.905481744,0.365210227,0.694114533,Not Significant,,,
ENSCSAG00000010259.1_RBKS,44.14276135,-0.258743379,0.286094599,-0.904397987,0.365784405,0.694114533,Not Significant,,,
ENSCSAG00000010382.1_PRSS21,12.95401603,-0.36054342,0.398608256,-0.90450565,0.36572734,0.694114533,Not Significant,,,
ENSCSAG00000010929.1_NCBP1,60.90151324,-0.229426216,0.253804113,-0.903949952,0.36602194,0.694114533,Not Significant,,,
ENSCSAG00000012114.1_BATF,3.100984348,0.856291744,0.947256435,0.903970364,0.366011116,0.694114533,Not Significant,,,
ENSCSAG00000013337.1_SPOCK1,7.69545877,-0.871062528,0.963661246,-0.903909472,0.366043406,0.694114533,Not Significant,,,
ENSCSAG00000013628.1_ANKEF1,169.1149893,-0.257181639,0.284263967,-0.904728243,0.365609375,0.694114533,Not Significant,,,
ENSCSAG00000014217.1_ODF2,61.58180799,0.250174903,0.276313057,0.90540384,0.365251482,0.694114533,Not Significant,,,
ENSCSAG00000014866.1_AP1S2,11.48572246,0.389714803,0.430450716,0.905364512,0.36527231,0.694114533,Not Significant,,,
ENSCSAG00000015766.1_FAM193A,180.1564001,-0.144252249,0.159497713,-0.904415785,0.365774971,0.694114533,Not Significant,,,
ENSCSAG00000017150.1_ATP10D,311.7378368,0.205026923,0.226530444,0.905074475,0.365425933,0.694114533,Not Significant,,,
ENSCSAG00000018586.1_GJB2,9.650602182,0.730191754,0.807826813,0.903896407,0.366050334,0.694114533,Not Significant,,,
ENSCSAG00000018672.1,2.207148013,0.846461703,0.936117892,0.904225536,0.365875822,0.694114533,Not Significant,,,
ENSCSAG00000018970.1_RNF146,40.98000515,0.225116627,0.248710457,0.90513535,0.365393687,0.694114533,Not Significant,,,
ENSCSAG00000019124.1_CLDN12,38.39550669,-0.354267187,0.391888468,-0.904000029,0.365995386,0.694114533,Not Significant,,,
ENSCSAG00000013170.1_GFRA4,8.087515387,-0.456801489,0.505654131,-0.903387238,0.366320411,0.694310905,Not Significant,,,
ENSCSAG00000018400.1,9.25359017,0.637582377,0.705792251,0.90335701,0.366336449,0.694310905,Not Significant,,,
ENSCSAG00000003003.1_CUL5,48.51047609,-0.276795657,0.30648238,-0.90313726,0.366453051,0.694445224,Not Significant,,,
ENSCSAG00000012854.1_ANKHD1,579.0464561,-0.160237653,0.177458792,-0.902956968,0.366548734,0.694539871,Not Significant,,,
ENSCSAG00000010399.1_EML1,292.1421903,-0.26755285,0.296401843,-0.902669319,0.366701424,0.694742499,Not Significant,,,
ENSCSAG00000007908.1_BTN3A2,22.47755983,0.367105099,0.406960291,0.902066141,0.367021734,0.695262604,Not Significant,,,
ENSCSAG00000008692.1_CFAP70,37.42974095,-0.263281034,0.291960861,-0.901768247,0.36717999,0.695302177,Not Significant,,,
ENSCSAG00000014495.1_TMEM30A,230.25827,0.186178053,0.206442745,0.901838681,0.367142568,0.695302177,Not Significant,,,
ENSCSAG00000018529.1_SDHAF1,2.561253776,0.835017363,0.925831664,0.901910569,0.367104377,0.695302177,Not Significant,,,
ENSCSAG00000001927.1_ZNF813,531.7779951,-0.191078659,0.21200346,-0.901299719,0.367428983,0.695517706,Not Significant,,,
ENSCSAG00000005664.1_CHUK,58.47341511,-0.271013293,0.300714206,-0.901232093,0.367464931,0.695517706,Not Significant,,,
ENSCSAG00000009793.1_MOB3B,35.46426833,0.243077154,0.269704473,0.901272238,0.367443591,0.695517706,Not Significant,,,
ENSCSAG00000010972.1_ANP32B,183.4334336,0.64105663,0.711329315,0.90120935,0.36747702,0.695517706,Not Significant,,,
ENSCSAG00000013047.1_SUSD6,52.00660826,0.234108375,0.259806923,0.901085975,0.367542609,0.695530833,Not Significant,,,
ENSCSAG00000018146.1_WDR7,130.8746598,-0.177577919,0.197084562,-0.901023992,0.367575564,0.695530833,Not Significant,,,
ENSCSAG00000014544.1_ZNF608,68.16167078,0.272807552,0.302922311,0.900585867,0.367808552,0.695884981,Not Significant,,,
ENSCSAG00000001983.1_ZNF766,310.2500293,-0.129502351,0.143837286,-0.90033923,0.36793975,0.69589261,Not Significant,,,
ENSCSAG00000008173.1_ANXA1,9.542498023,-0.457074895,0.507729153,-0.900233702,0.367995895,0.69589261,Not Significant,,,
ENSCSAG00000016868.1_KLF3,479.3146613,-0.186082924,0.206697554,-0.900266696,0.36797834,0.69589261,Not Significant,,,
ENSCSAG00000017461.1_TEX29,2.167912801,-1.474614219,1.637628368,-0.900457178,0.367877004,0.69589261,Not Significant,,,
ENSCSAG00000017868.1_GAL3ST4,3.348550762,-0.545584517,0.606297417,-0.899862842,0.368193246,0.696179112,Not Significant,,,
ENSCSAG00000007523.1_EPHB6,9.566906961,-0.53521107,0.595056973,-0.89942828,0.368424581,0.6963414,Not Significant,,,
ENSCSAG00000007678.1,53.53973757,0.179455977,0.199518046,0.899447343,0.368414432,0.6963414,Not Significant,,,
ENSCSAG00000012977.1_ZNF639,18.06656287,-0.368075325,0.409177277,-0.899549771,0.368359898,0.6963414,Not Significant,,,
