,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation status,Upregulated,Downregulated,Not significant
ENSCSAG00000009472.1_MLLT3,19.27987079,-0.876520586,0.345371036,-2.537909943,0.011151668,0.13886852,Not Significant,,,
ENSCSAG00000017511.1_ENTPD6,45.21355547,0.747646082,0.294613136,2.537721477,0.011157674,0.13886852,Not Significant,,,
ENSCSAG00000003298.1,53.68877785,-0.850055407,0.335225229,-2.535773961,0.011219913,0.139122042,Not Significant,,,
ENSCSAG00000012067.1_PDSS1,13.59545176,-0.859992326,0.339040159,-2.53655003,0.011195075,0.139122042,Not Significant,,,
ENSCSAG00000015600.1_ATP5F1E,262.4880049,0.863186605,0.340390409,2.535872282,0.011216763,0.139122042,Not Significant,,,
ENSCSAG00000016754.1_TCEA2,10.37788692,1.442115857,0.56862587,2.536141832,0.011208133,0.139122042,Not Significant,,,
ENSCSAG00000018286.1,2.63182059,-2.733076642,1.077832402,-2.535715791,0.011221777,0.139122042,Not Significant,,,
ENSCSAG00000000376.1,1.711341156,-3.559007532,1.403746317,-2.535363753,0.011233062,0.139153487,Not Significant,,,
ENSCSAG00000007817.1_PFKL,152.8190418,-0.776146155,0.30620019,-2.534767062,0.011252212,0.139282246,Not Significant,,,
ENSCSAG00000006670.1_B3GNT7,79.8298477,-1.987746632,0.784537207,-2.533655017,0.01128798,0.139507856,Not Significant,,,
ENSCSAG00000016948.1_PERP,173.7831141,-1.051895726,0.415135279,-2.533862523,0.011281298,0.139507856,Not Significant,,,
ENSCSAG00000017547.1,3.161240918,-2.715403203,1.071852695,-2.533373489,0.011297051,0.139511565,Not Significant,,,
ENSCSAG00000010018.1_ATP2B2,163.5516307,-1.0559932,0.417036844,-2.532134065,0.011337064,0.139544862,Not Significant,,,
ENSCSAG00000010167.1_GALT,189.3951132,0.730121323,0.28828793,2.532611486,0.011321636,0.139544862,Not Significant,,,
ENSCSAG00000012507.1_SERPINI1,12.38765022,1.372181691,0.542008578,2.531660467,0.011352386,0.139544862,Not Significant,,,
ENSCSAG00000013134.1_NPRL3,60.98669898,0.485212438,0.191565215,2.532883838,0.011312844,0.139544862,Not Significant,,,
ENSCSAG00000013214.1_CYB5D2,56.79595948,0.589166274,0.232705642,2.531809153,0.011347574,0.139544862,Not Significant,,,
ENSCSAG00000013329.1_KLHL3,32.82000581,0.709033201,0.280022692,2.532056229,0.011339581,0.139544862,Not Significant,,,
ENSCSAG00000011486.1,21.82714803,-0.781291655,0.308658969,-2.531245588,0.011365824,0.139602156,Not Significant,,,
ENSCSAG00000000170.1,197.3821594,0.718867219,0.28425558,2.528946731,0.011440539,0.140164735,Not Significant,,,
ENSCSAG00000002945.1_ZC3H12C,81.90645099,-1.0011954,0.395924646,-2.5287524,0.011446875,0.140164735,Not Significant,,,
ENSCSAG00000011551.1_MGME1,35.13023794,-0.627536603,0.248126416,-2.529100339,0.011435533,0.140164735,Not Significant,,,
ENSCSAG00000016934.1_MOBP,38.93799087,-0.738127072,0.291864378,-2.529007058,0.011438573,0.140164735,Not Significant,,,
ENSCSAG00000005396.1_MRPL27,24.10728086,0.766691746,0.303335725,2.52753528,0.011486628,0.140537942,Not Significant,,,
ENSCSAG00000006850.1_KANK2,396.4249977,-0.540374229,0.213816637,-2.527278686,0.011495025,0.140537942,Not Significant,,,
ENSCSAG00000010781.1_CASP8,39.13919176,0.630486565,0.249508187,2.526917341,0.011506858,0.140574567,Not Significant,,,
ENSCSAG00000018239.1,43.17687751,-1.054950275,0.417554275,-2.526498564,0.011520586,0.140634259,Not Significant,,,
ENSCSAG00000011459.1_KCNK13,2.136534906,2.770988587,1.0970398,2.5258779,0.011540958,0.140774911,Not Significant,,,
ENSCSAG00000004469.1_DDX19B,113.704663,0.483868854,0.191671415,2.524470617,0.011587269,0.141057028,Not Significant,,,
ENSCSAG00000005738.1_PRSS53,15.61547518,-1.416095315,0.56086068,-2.5248611,0.011574403,0.141057028,Not Significant,,,
ENSCSAG00000006770.1_IFIT1,86.62515386,0.900059367,0.356548565,2.524366822,0.011590691,0.141057028,Not Significant,,,
ENSCSAG00000000325.1,9.777939844,-1.093785021,0.43358152,-2.522674446,0.011646617,0.141413043,Not Significant,,,
ENSCSAG00000002757.1_NNMT,1419.460578,-0.978460752,0.387837207,-2.522864581,0.011640322,0.141413043,Not Significant,,,
ENSCSAG00000007224.1_RIPK1,263.0074008,-0.418418759,0.165833527,-2.523125247,0.011631696,0.141413043,Not Significant,,,
ENSCSAG00000014049.1_CSPP1,117.8946381,-0.661315649,0.262295533,-2.52126158,0.011693489,0.141873863,Not Significant,,,
ENSCSAG00000000844.1_HSPB7,5.156722335,-1.880919242,0.746758555,-2.518778296,0.011776278,0.142464798,Not Significant,,,
ENSCSAG00000002090.1_SSR2,372.658028,0.57713966,0.22911845,2.518957593,0.011770283,0.142464798,Not Significant,,,
ENSCSAG00000008880.1,3.430813928,2.377085711,0.943765043,2.518726169,0.011778021,0.142464798,Not Significant,,,
ENSCSAG00000016551.1_MARCO,196.4268065,0.702076092,0.278678506,2.519304778,0.011758683,0.142464798,Not Significant,,,
ENSCSAG00000017324.1,15.66799243,0.918728187,0.365063654,2.516624644,0.011848498,0.14309963,Not Significant,,,
ENSCSAG00000018548.1,349.0929413,0.820412684,0.325977394,2.516777847,0.011843348,0.14309963,Not Significant,,,
ENSCSAG00000000375.1_LRATD1,1.293011121,-2.84233367,1.130002324,-2.515334359,0.011891954,0.143186849,Not Significant,,,
ENSCSAG00000005142.1_TIMELESS,47.1611179,0.567089142,0.225571214,2.514013785,0.011936577,0.143186849,Not Significant,,,
ENSCSAG00000005268.1,2494.960633,0.705128136,0.280536465,2.513499038,0.01195401,0.143186849,Not Significant,,,
ENSCSAG00000005970.1_SLIT1,31.16969462,2.259705451,0.898301796,2.515530371,0.011885344,0.143186849,Not Significant,,,
ENSCSAG00000007810.1_TMC5,1193.371921,-0.32963556,0.13110121,-2.51435941,0.011924884,0.143186849,Not Significant,,,
ENSCSAG00000007979.1_SIK1,182.0173573,-1.84564403,0.734299025,-2.513477435,0.011954743,0.143186849,Not Significant,,,
ENSCSAG00000010044.1_C2orf80,3.521334786,3.948448203,1.569737002,2.51535652,0.011891207,0.143186849,Not Significant,,,
ENSCSAG00000011421.1_MOB4,208.5087587,-0.365372883,0.145348213,-2.513776226,0.01194462,0.143186849,Not Significant,,,
ENSCSAG00000011760.1_PALM2AKAP2,709.3881343,0.572656757,0.227800205,2.513855318,0.011941941,0.143186849,Not Significant,,,
ENSCSAG00000015610.1_FCN2,468.6739996,0.568052621,0.225996426,2.513546922,0.011952388,0.143186849,Not Significant,,,
ENSCSAG00000019136.1,8.694791737,-2.096308842,0.834012091,-2.513523323,0.011953187,0.143186849,Not Significant,,,
ENSCSAG00000015437.1_PLPP5,79.97788516,-0.930920372,0.370443592,-2.512988188,0.011971334,0.143277685,Not Significant,,,
ENSCSAG00000017032.1_SULT1C4,213.3045194,-1.970433518,0.784190682,-2.512696927,0.011981222,0.143288202,Not Significant,,,
ENSCSAG00000007742.1_GPRC5B,30.6937536,-0.653271676,0.260084126,-2.511770655,0.012012713,0.143556884,Not Significant,,,
ENSCSAG00000016512.1_PIWIL2,9.163486275,-1.683581994,0.670711509,-2.510143289,0.012068218,0.14411192,Not Significant,,,
ENSCSAG00000002297.1_HSPB8,9.097379374,-1.306619631,0.520735551,-2.509180769,0.012101154,0.144376938,Not Significant,,,
ENSCSAG00000007974.1_RECQL,93.608005,-0.544000361,0.216887413,-2.508215449,0.012134266,0.144376938,Not Significant,,,
ENSCSAG00000008458.1_RUFY1,250.3780329,-0.359318531,0.143262201,-2.508118177,0.012137607,0.144376938,Not Significant,,,
ENSCSAG00000010732.1,8.354408907,-1.028410996,0.410041806,-2.508063763,0.012139476,0.144376938,Not Significant,,,
ENSCSAG00000012237.1,1.745382022,3.051315261,1.216596964,2.50807404,0.012139123,0.144376938,Not Significant,,,
ENSCSAG00000014515.1_AP5M1,109.6672825,-0.717337717,0.286030462,-2.507906713,0.012144873,0.144376938,Not Significant,,,
ENSCSAG00000001303.1,151.6166138,-0.532644906,0.212448249,-2.50717485,0.012170049,0.144460302,Not Significant,,,
ENSCSAG00000009693.1_SLC30A3,328.9569294,-0.615541259,0.245493383,-2.507363953,0.01216354,0.144460302,Not Significant,,,
ENSCSAG00000018731.1,624.5425085,0.474250509,0.189210186,2.506474519,0.012194185,0.144638852,Not Significant,,,
ENSCSAG00000015884.1_AGPAT2,101.997257,-0.77260584,0.308373377,-2.505423291,0.012230492,0.144961411,Not Significant,,,
ENSCSAG00000014469.1_PHYHD1,457.3244631,0.515587171,0.205981707,2.503072626,0.012312028,0.145819145,Not Significant,,,
ENSCSAG00000000823.1_PDPN,23.70807543,-0.765851665,0.306108801,-2.501893648,0.012353103,0.146196765,Not Significant,,,
ENSCSAG00000000238.1,23.05646648,-0.746364858,0.298459326,-2.500725536,0.012393919,0.146570761,Not Significant,,,
ENSCSAG00000011971.1_LIPC,237.9335197,0.833448369,0.333331011,2.500362527,0.012406627,0.146612048,Not Significant,,,
ENSCSAG00000009889.1_SYT8,4.890174567,-2.239462184,0.89598393,-2.499444587,0.012438815,0.146774327,Not Significant,,,
ENSCSAG00000017568.1_MTCL1,10.04890579,-1.686793203,0.674808264,-2.499662932,0.012431152,0.146774327,Not Significant,,,
ENSCSAG00000014028.1_SYNE1,621.2797285,-0.569004439,0.227704552,-2.4988716,0.012458944,0.146902868,Not Significant,,,
ENSCSAG00000013653.1_USP11,126.6605188,0.53872974,0.21567689,2.49785566,0.012494706,0.147215399,Not Significant,,,
ENSCSAG00000006883.1_GRAMD1C,195.6974612,0.644069659,0.257913315,2.497233069,0.012516666,0.147364981,Not Significant,,,
ENSCSAG00000002296.1_AATK,9.054685085,-1.416035426,0.567624291,-2.49467024,0.012607423,0.147587072,Not Significant,,,
ENSCSAG00000002325.1_TESC,100.8903724,-0.521472156,0.209034579,-2.494669341,0.012607455,0.147587072,Not Significant,,,
ENSCSAG00000006089.1_CD2BP2,50.19642893,0.676804095,0.271214531,2.495456612,0.012579514,0.147587072,Not Significant,,,
ENSCSAG00000008555.1,57.54289095,0.598228893,0.239682093,2.495926526,0.012562862,0.147587072,Not Significant,,,
ENSCSAG00000010359.1_NTN1,33.56826177,-0.913850196,0.36623944,-2.495226065,0.012587691,0.147587072,Not Significant,,,
ENSCSAG00000012111.1_CCR6,79.49358125,-0.635586277,0.254754898,-2.494893254,0.012599503,0.147587072,Not Significant,,,
ENSCSAG00000012286.1_SHOC1,11.58612607,-1.806601,0.724203856,-2.494602845,0.012609818,0.147587072,Not Significant,,,
ENSCSAG00000012347.1,66.61878639,-1.04567007,0.419136397,-2.494820486,0.012602087,0.147587072,Not Significant,,,
ENSCSAG00000014462.1_SPATA9,5.649196924,-1.388083019,0.55649234,-2.494343444,0.012619038,0.147587072,Not Significant,,,
ENSCSAG00000004488.1_GAPDHS,1.763317601,-2.477229762,0.993302638,-2.493932531,0.012633656,0.147649468,Not Significant,,,
ENSCSAG00000013646.1_TCF7,31.79246462,0.657322446,0.263618179,2.493464032,0.01265034,0.147735909,Not Significant,,,
ENSCSAG00000001756.1_SYT5,6.73352803,-2.472747126,0.992029132,-2.492615433,0.01268061,0.147763949,Not Significant,,,
ENSCSAG00000006079.1_FAM111A,15.63266865,-0.895391849,0.359182962,-2.492857243,0.012671978,0.147763949,Not Significant,,,
ENSCSAG00000014576.1,148.4354969,-0.592368797,0.237648451,-2.492626375,0.01268022,0.147763949,Not Significant,,,
ENSCSAG00000000929.1_RPL11,698.7852703,0.626527229,0.25145958,2.491562376,0.012718263,0.147946285,Not Significant,,,
ENSCSAG00000002189.1_METTL25B,223.0274174,-0.387677227,0.155606322,-2.491397659,0.012724162,0.147946285,Not Significant,,,
ENSCSAG00000007897.1_HFE,260.0452019,-0.529668952,0.212569683,-2.491742676,0.01271181,0.147946285,Not Significant,,,
ENSCSAG00000007282.1_PDIA6,718.0609854,0.503236562,0.202080481,2.490277927,0.012764324,0.148304845,Not Significant,,,
ENSCSAG00000018858.1_C16orf54,5.730691258,1.583717781,0.636124121,2.489636423,0.012787383,0.14836266,Not Significant,,,
ENSCSAG00000019542.1,9.078356337,-1.144903204,0.459870565,-2.489620538,0.012787955,0.14836266,Not Significant,,,
ENSCSAG00000008370.1_RMI2,1.525091722,2.952578208,1.186330212,2.488833361,0.012816302,0.148474947,Not Significant,,,
ENSCSAG00000010194.1,3.839641232,1.627425862,0.653851392,2.488984321,0.012810862,0.148474947,Not Significant,,,
ENSCSAG00000010866.1_MSL2,112.8408535,-0.356298149,0.143187664,-2.488329925,0.012834461,0.148577098,Not Significant,,,
ENSCSAG00000017570.1,2.266756424,-2.749834882,1.105551896,-2.487296066,0.012871823,0.148901246,Not Significant,,,
ENSCSAG00000001132.1_HPCAL4,43.99298976,-0.828033333,0.33311582,-2.485722035,0.012928891,0.149137712,Not Significant,,,
ENSCSAG00000005481.1_ABCC3,863.2286785,0.666941483,0.268311565,2.48569786,0.012929769,0.149137712,Not Significant,,,
ENSCSAG00000006819.1_BAIAP2L2,14.62232835,-1.150764118,0.462949163,-2.485724588,0.012928798,0.149137712,Not Significant,,,
ENSCSAG00000009469.1_BEX3,156.0900302,0.923653205,0.371541249,2.486004469,0.012918634,0.149137712,Not Significant,,,
ENSCSAG00000001009.1_SESN2,154.3233799,-0.66694299,0.268629606,-2.482760558,0.013036869,0.150184616,Not Significant,,,
ENSCSAG00000009007.1_DXO,19.61495414,-0.851648961,0.343034626,-2.482690947,0.013039416,0.150184616,Not Significant,,,
ENSCSAG00000012336.1_POLR2E,347.0925712,0.48480103,0.195357188,2.481613473,0.013078906,0.150530448,Not Significant,,,
ENSCSAG00000008891.1_ATP13A4,45.69330912,-0.871783489,0.35144601,-2.480561634,0.013117558,0.150866148,Not Significant,,,
ENSCSAG00000009092.1_ADAMTS5,24.01411857,0.707244294,0.285223409,2.479615177,0.013152424,0.15115785,Not Significant,,,
ENSCSAG00000003159.1_ANXA10,8.690119749,-2.087172526,0.842121644,-2.478469164,0.013194752,0.151214418,Not Significant,,,
ENSCSAG00000003554.1_SLC25A39,521.2163562,0.680174103,0.274463467,2.478195409,0.01320488,0.151214418,Not Significant,,,
ENSCSAG00000006076.1,2.935962853,-1.853262967,0.747601824,-2.478943881,0.013177204,0.151214418,Not Significant,,,
ENSCSAG00000014814.1_SLC25A12,22.94584796,-0.88547368,0.357297759,-2.478251421,0.013202807,0.151214418,Not Significant,,,
ENSCSAG00000017013.1,1.177191389,-3.520622404,1.420239067,-2.478894213,0.013179039,0.151214418,Not Significant,,,
ENSCSAG00000005477.1_COMMD9,141.7115832,0.468157641,0.188963637,2.477501215,0.013230596,0.151399897,Not Significant,,,
ENSCSAG00000009236.1_DESI2,60.29491591,-0.555892211,0.224429959,-2.476907329,0.013252631,0.151543022,Not Significant,,,
ENSCSAG00000002965.1_DHX34,39.19525019,0.882066231,0.356281574,2.475755965,0.013295442,0.15186618,Not Significant,,,
ENSCSAG00000009206.1_EFCAB2,14.83437462,1.011549459,0.408602195,2.475633933,0.013299987,0.15186618,Not Significant,,,
ENSCSAG00000006901.1,31.10829056,0.744663823,0.30092159,2.474610817,0.013338143,0.152192617,Not Significant,,,
ENSCSAG00000015052.1_PTGER2,4.417061879,-1.852156795,0.748772942,-2.473589376,0.013376334,0.152518975,Not Significant,,,
ENSCSAG00000015027.1_GPM6B,36.42772987,-0.704436443,0.284928308,-2.472328731,0.013423602,0.152948287,Not Significant,,,
ENSCSAG00000000390.1,5.50268863,-4.698514403,1.900687187,-2.472008248,0.013435642,0.152975888,Not Significant,,,
ENSCSAG00000007141.1_MOSMO,124.7725997,-0.418088547,0.169171937,-2.4713824,0.013459181,0.153134288,Not Significant,,,
ENSCSAG00000011722.1_CHRNB1,222.1780673,-0.463514684,0.187638931,-2.470247942,0.013501943,0.153511016,Not Significant,,,
ENSCSAG00000018943.1_TMEM119,4.348183626,2.590722501,1.048928578,2.469875027,0.013516026,0.153561366,Not Significant,,,
ENSCSAG00000003239.1_TMEM144,13.05798513,1.0421048,0.421977296,2.469575522,0.013527346,0.153562646,Not Significant,,,
ENSCSAG00000005056.1_SPTY2D1,291.4887141,-0.36630356,0.148339394,-2.469361308,0.013535448,0.153562646,Not Significant,,,
ENSCSAG00000017935.1,12.46630953,-0.957576447,0.387930704,-2.46842139,0.013571046,0.153856772,Not Significant,,,
ENSCSAG00000001008.1,156.1382365,0.864275177,0.350174271,2.468128728,0.013582147,0.153859579,Not Significant,,,
ENSCSAG00000008517.1_DDX39B,296.3088723,0.411802777,0.166863304,2.467904975,0.013590639,0.153859579,Not Significant,,,
ENSCSAG00000008221.1_RIPK4,72.24345044,0.768479557,0.311613172,2.466133097,0.013658057,0.154512845,Not Significant,,,
ENSCSAG00000003556.1_GRN,989.1361038,0.454824991,0.184505236,2.465106143,0.013697267,0.154736312,Not Significant,,,
ENSCSAG00000008120.1_TMPRSS3,53.67093494,-0.736135557,0.298600525,-2.465285544,0.01369041,0.154736312,Not Significant,,,
ENSCSAG00000004864.1_ADM2,6.690394457,-2.305724214,0.935544386,-2.464580247,0.013717384,0.154853595,Not Significant,,,
ENSCSAG00000005843.1_PASK,19.90565314,0.9025704,0.366355048,2.463649413,0.013753056,0.15493268,Not Significant,,,
ENSCSAG00000009409.1_PSMB8,61.55679664,1.055100768,0.428295703,2.463486701,0.0137593,0.15493268,Not Significant,,,
ENSCSAG00000013458.1_KIN,427.4630409,-0.570651512,0.231653763,-2.463381142,0.013763352,0.15493268,Not Significant,,,
ENSCSAG00000015124.1_ZNF732,27.85595382,1.108807668,0.450017808,2.463919538,0.013742696,0.15493268,Not Significant,,,
ENSCSAG00000000486.1_PCDHB15,7.826637462,-1.08809647,0.441844988,-2.462620374,0.013792587,0.154932826,Not Significant,,,
ENSCSAG00000015051.1_TXNDC16,33.28459255,-0.8511355,0.345567448,-2.46300832,0.013777672,0.154932826,Not Significant,,,
ENSCSAG00000018521.1_NAT2,60.90188981,0.949597918,0.385594706,2.462684013,0.013790139,0.154932826,Not Significant,,,
ENSCSAG00000006446.1_KCNJ13,13.28716426,-0.8856876,0.359723732,-2.4621328,0.013811352,0.155034129,Not Significant,,,
ENSCSAG00000009661.1_HACD4,128.4760372,-0.552585539,0.224529736,-2.461079537,0.013851965,0.155289867,Not Significant,,,
ENSCSAG00000013595.1_UBE2B,53.30065895,-0.564278805,0.229285101,-2.46103564,0.01385366,0.155289867,Not Significant,,,
ENSCSAG00000010131.1_CNTFR,82.83112369,0.658595532,0.267687967,2.460310562,0.013881684,0.155494407,Not Significant,,,
ENSCSAG00000005915.1,19.23959269,1.780706219,0.723975268,2.459622999,0.013908303,0.155573465,Not Significant,,,
ENSCSAG00000016941.1_GATA4,74.70628734,0.671026671,0.272802635,2.459751424,0.013903328,0.155573465,Not Significant,,,
ENSCSAG00000009791.1_SGO1,39.50439165,-0.655026922,0.266499344,-2.457893184,0.013975473,0.156214955,Not Significant,,,
ENSCSAG00000015381.1_AK9,2.456611103,-2.111330315,0.859353768,-2.456881429,0.014014893,0.156545573,Not Significant,,,
ENSCSAG00000002266.1_PLA2G1B,14.91826026,1.850877737,0.753639565,2.455919013,0.014052482,0.156855286,Not Significant,,,
ENSCSAG00000005828.1_PPM1E,2.551126553,3.352968707,1.365600068,2.455307953,0.014076394,0.156994742,Not Significant,,,
ENSCSAG00000007789.1_CCP110,116.4389353,-0.394290489,0.160617351,-2.45484368,0.014094586,0.156994742,Not Significant,,,
ENSCSAG00000010145.1_PHB2,217.7579814,0.45002459,0.1833049,2.455060342,0.014086094,0.156994742,Not Significant,,,
ENSCSAG00000016460.1_ARF1,1078.092647,0.358987467,0.146326997,2.45332355,0.014154296,0.1575495,Not Significant,,,
ENSCSAG00000016789.1_VIPR1,233.8754555,0.681905514,0.277980239,2.453071901,0.014164202,0.157549512,Not Significant,,,
ENSCSAG00000008004.1_SLCO1B1,1872.24733,-0.811763305,0.330960803,-2.452747566,0.014176979,0.157581429,Not Significant,,,
ENSCSAG00000001551.1_GNAT2,20.55874076,-0.751793273,0.306900989,-2.449628058,0.014300385,0.157897847,Not Significant,,,
ENSCSAG00000001626.1_ZNF530,24.55594119,-0.600336711,0.245104981,-2.449304413,0.014313242,0.157897847,Not Significant,,,
ENSCSAG00000002045.1_KLK11,27.02640561,0.952909841,0.388940695,2.450013214,0.014285097,0.157897847,Not Significant,,,
ENSCSAG00000003086.1_WDR17,78.00873239,-0.622744302,0.254010491,-2.451647958,0.014220371,0.157897847,Not Significant,,,
ENSCSAG00000003759.1,3.916400709,-1.651439931,0.674258238,-2.449269194,0.014314642,0.157897847,Not Significant,,,
ENSCSAG00000009739.1_NECAP1,97.66441978,-0.382914277,0.15629066,-2.450013811,0.014285074,0.157897847,Not Significant,,,
ENSCSAG00000012593.1_DPY19L4,298.0465796,-0.359861245,0.14679993,-2.451372047,0.014231277,0.157897847,Not Significant,,,
ENSCSAG00000013005.1_PKHD1,142.442601,0.668517415,0.272835215,2.450260737,0.01427528,0.157897847,Not Significant,,,
ENSCSAG00000013076.1_GALNT16,18.76552119,0.813939969,0.332315188,2.449301143,0.014313372,0.157897847,Not Significant,,,
ENSCSAG00000015589.1_MAEA,109.7682942,0.469604536,0.191657598,2.450226547,0.014276636,0.157897847,Not Significant,,,
ENSCSAG00000017708.1_EBPL,40.92463891,-0.866245907,0.353611129,-2.449713361,0.014296998,0.157897847,Not Significant,,,
ENSCSAG00000004131.1_CACNG4,2.333496312,3.048393403,1.245063023,2.448384819,0.01434983,0.15803228,Not Significant,,,
ENSCSAG00000004323.1_NUDT9,521.1747176,-0.384289271,0.156952588,-2.448441753,0.014347563,0.15803228,Not Significant,,,
ENSCSAG00000007483.1,1.702646338,-2.072374664,0.846484278,-2.448214004,0.014356636,0.15803228,Not Significant,,,
ENSCSAG00000003468.1_CD300LG,160.487583,0.547300842,0.223576147,2.447939326,0.014367585,0.158043433,Not Significant,,,
ENSCSAG00000006989.1_ANKRD18B,215.1912222,0.72191152,0.295214724,2.445377757,0.014470049,0.158524448,Not Significant,,,
ENSCSAG00000008634.1_LRP6,232.8765739,0.53498253,0.21871353,2.446042229,0.014443408,0.158524448,Not Significant,,,
ENSCSAG00000009828.1_ZFAT,38.57249377,0.559767536,0.228844365,2.446062132,0.014442611,0.158524448,Not Significant,,,
ENSCSAG00000011675.1,35.75150836,-0.75207474,0.307520564,-2.445607967,0.014460814,0.158524448,Not Significant,,,
ENSCSAG00000014685.1_INMT,281.8581626,0.61844468,0.252809035,2.446291846,0.014433411,0.158524448,Not Significant,,,
ENSCSAG00000015154.1_MAP4K5,300.7361019,-0.377418991,0.15434142,-2.445351287,0.014471111,0.158524448,Not Significant,,,
ENSCSAG00000001007.1,402.4659984,-0.378075442,0.154682413,-2.444204452,0.014517197,0.158837336,Not Significant,,,
ENSCSAG00000017347.1_ADAMTS16,2.146067262,2.748903416,1.124689815,2.444143603,0.014519646,0.158837336,Not Significant,,,
ENSCSAG00000015009.1_EEPD1,70.66888176,-0.525060518,0.214858007,-2.443755876,0.014535258,0.158898844,Not Significant,,,
ENSCSAG00000000686.1_AURKAIP1,99.49907454,0.576712035,0.236038148,2.443300122,0.014553629,0.158990398,Not Significant,,,
ENSCSAG00000011034.1_GABBR2,8.861165827,-1.253592445,0.513222762,-2.442589335,0.01458232,0.159085311,Not Significant,,,
ENSCSAG00000014937.1_BMP10,10.30224422,1.2887023,0.527574848,2.442690937,0.014578216,0.159085311,Not Significant,,,
ENSCSAG00000017001.1_ANGPT2,198.2865673,-0.55462582,0.227151439,-2.441656642,0.014620044,0.159387542,Not Significant,,,
ENSCSAG00000010881.1_DNAH8,35.50831165,1.312932948,0.537820493,2.441210338,0.014638126,0.159475366,Not Significant,,,
ENSCSAG00000004729.1_MRPS7,241.3246569,0.715351388,0.293210756,2.439717412,0.014698755,0.160026281,Not Significant,,,
ENSCSAG00000012466.1,3.272127564,-2.649522026,1.086326178,-2.438974665,0.014729001,0.160245887,Not Significant,,,
ENSCSAG00000007389.1,370.0247393,0.552667451,0.22672011,2.437664,0.014782507,0.160718085,Not Significant,,,
ENSCSAG00000006728.1_CNN1,31.78207982,-1.579215145,0.648284624,-2.435990437,0.014851077,0.161353301,Not Significant,,,
ENSCSAG00000000664.1_NOC2L,113.9629343,0.50524563,0.207444901,2.435565437,0.014868535,0.161432709,Not Significant,,,
ENSCSAG00000005138.1_IGFBP7,110.3676506,0.66790412,0.274345127,2.434539757,0.014910742,0.161780531,Not Significant,,,
ENSCSAG00000018121.1_DTX2,90.41899273,-0.511149284,0.210005266,-2.433983174,0.014933689,0.161819262,Not Significant,,,
ENSCSAG00000019385.1,1.331530633,3.710191971,1.524344053,2.433959685,0.014934658,0.161819262,Not Significant,,,
ENSCSAG00000001747.1_BRSK1,87.14564865,-0.672868018,0.276537727,-2.433187053,0.014966567,0.161996095,Not Significant,,,
ENSCSAG00000004247.1_CAPNS1,732.1592847,0.557638594,0.229191215,2.433071411,0.014971348,0.161996095,Not Significant,,,
ENSCSAG00000018185.1_NANP,127.5952969,-0.386355014,0.158959347,-2.43052718,0.015076875,0.16302704,Not Significant,,,
ENSCSAG00000015137.1_EGFL6,2.314826285,2.439723651,1.004456178,2.428900041,0.015144707,0.163649261,Not Significant,,,
ENSCSAG00000002998.1_PRIMPOL,148.0553186,-0.526683422,0.216870435,-2.42856257,0.015158809,0.163690441,Not Significant,,,
ENSCSAG00000009964.1_KCNMB1,220.0674747,-0.451897601,0.186102851,-2.428214286,0.015173375,0.163736571,Not Significant,,,
ENSCSAG00000005325.1_ATXN10,256.5436554,0.479686039,0.197614951,2.427377267,0.015208432,0.164003603,Not Significant,,,
ENSCSAG00000000369.1,241.1103375,0.622392634,0.256534849,2.42615238,0.015259862,0.164440419,Not Significant,,,
ENSCSAG00000005312.1,177.4748753,-0.5719645,0.235799054,-2.42564374,0.015281263,0.164440419,Not Significant,,,
ENSCSAG00000007040.1_CMPK2,35.26899326,1.054359649,0.434710519,2.425429346,0.015290292,0.164440419,Not Significant,,,
ENSCSAG00000019129.1_GPR22,12.6614611,-0.965307138,0.397919855,-2.425883315,0.015271179,0.164440419,Not Significant,,,
ENSCSAG00000009991.1_SLC6A11,47.25108376,-0.888173027,0.366300806,-2.424709451,0.015320643,0.164655503,Not Significant,,,
ENSCSAG00000011059.1_RET,29.23574353,-3.826991851,1.578532745,-2.424398141,0.015333784,0.164685464,Not Significant,,,
ENSCSAG00000006816.1_SLC6A4,99.21969109,-0.522320486,0.215530579,-2.423417081,0.015375263,0.164797123,Not Significant,,,
ENSCSAG00000008566.1_DNAJB12,216.8707799,0.44745334,0.184610132,2.423774558,0.015360137,0.164797123,Not Significant,,,
ENSCSAG00000009929.1_MOB2,50.27875822,0.494739527,0.204138774,2.42354511,0.015369844,0.164797123,Not Significant,,,
ENSCSAG00000003308.1_CEACAM20,2.104888555,2.90705527,1.199700962,2.423149904,0.015386576,0.164807326,Not Significant,,,
ENSCSAG00000010933.1_UTP23,180.5905375,-0.54605455,0.225420638,-2.422380462,0.015419198,0.165045599,Not Significant,,,
ENSCSAG00000018082.1_MRO,85.90965712,-0.490276101,0.202421027,-2.422061126,0.015432754,0.165079618,Not Significant,,,
ENSCSAG00000000829.1_FHAD1,210.2421038,-0.678888374,0.280520119,-2.420105828,0.015515991,0.165858434,Not Significant,,,
ENSCSAG00000016581.1_DMTN,80.13704995,0.873029902,0.360801106,2.419698518,0.015533379,0.165932796,Not Significant,,,
ENSCSAG00000019016.1,41.11789954,-9.652421411,3.989830319,-2.419256119,0.015552286,0.166023258,Not Significant,,,
ENSCSAG00000015650.1_TMED4,109.1320788,0.413541184,0.17095617,2.418989525,0.015563688,0.166033553,Not Significant,,,
