,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation status,Upregulated,Downregulated,Not significant
ENSCSAG00000003253.1_ATP2C2,5.189515849,-3.878009088,0.960488583,-4.037537935,5.40E-05,0.006423774,Downregulated,,,
ENSCSAG00000012170.1,97.06717362,-1.240843482,0.307270298,-4.038279938,5.38E-05,0.006423774,Not Significant,,,
ENSCSAG00000013312.1_PAG1,85.64071047,1.49574135,0.370196803,4.040395097,5.34E-05,0.006423774,Not Significant,,,
ENSCSAG00000019462.1,3.718365461,-3.523979509,0.872899712,-4.037095509,5.41E-05,0.006423774,Downregulated,,,
ENSCSAG00000015064.1_NID2,236.3533374,2.355458293,0.583779864,4.03483991,5.46E-05,0.006435541,Upregulated,,,
ENSCSAG00000016891.1,21.29056125,1.671438459,0.414421227,4.033187367,5.50E-05,0.006435541,Not Significant,,,
ENSCSAG00000015928.1_NLN,80.15728009,0.917460947,0.227870341,4.026241159,5.67E-05,0.006580157,Not Significant,,,
ENSCSAG00000005092.1_PLEKHS1,89.46561376,-1.199176995,0.298740183,-4.014113481,5.97E-05,0.006828095,Not Significant,,,
ENSCSAG00000012181.1_MLH3,29.51451772,-1.215962077,0.302913998,-4.014215542,5.96E-05,0.006828095,Not Significant,,,
ENSCSAG00000012833.1_COL27A1,879.7337117,-0.789617847,0.197057734,-4.007038092,6.15E-05,0.006985569,Not Significant,,,
ENSCSAG00000007500.1_DNAJC12,7.853820181,-2.422736658,0.605135238,-4.003628454,6.24E-05,0.007036804,Downregulated,,,
ENSCSAG00000018270.1_KLHL13,205.6977274,-0.710632304,0.177645293,-4.000287828,6.33E-05,0.007086626,Not Significant,,,
ENSCSAG00000010217.1_ZNF800,119.9355199,-0.816690941,0.204470145,-3.994181841,6.49E-05,0.007220882,Not Significant,,,
ENSCSAG00000010964.1_PPP4R4,91.69456906,-1.373710292,0.344390627,-3.988814406,6.64E-05,0.007334914,Not Significant,,,
ENSCSAG00000014190.1_SNX10,10.9480699,-1.883282885,0.472399279,-3.986633698,6.70E-05,0.007351574,Not Significant,,,
ENSCSAG00000007809.1_GPC4,151.9700612,0.880193884,0.221230724,3.978624068,6.93E-05,0.007551563,Not Significant,,,
ENSCSAG00000012920.1_CYSTM1,222.1340147,1.098528109,0.276631489,3.971088445,7.15E-05,0.007741462,Not Significant,,,
ENSCSAG00000008748.1_UNC93B1,169.1717474,1.005994177,0.253502104,3.968385906,7.24E-05,0.007772121,Not Significant,,,
ENSCSAG00000014323.1_C17orf97,126.9437141,-0.772641912,0.194793886,-3.966458738,7.29E-05,0.007772121,Not Significant,,,
ENSCSAG00000015831.1_EVA1A,90.82174366,1.161639725,0.29294901,3.965330782,7.33E-05,0.007772121,Not Significant,,,
ENSCSAG00000005692.1_CYP2D6,6054.233783,0.873317255,0.22036052,3.963129399,7.40E-05,0.007792219,Not Significant,,,
ENSCSAG00000015599.1_CAMK2B,134.3873325,1.362232003,0.343983897,3.960162131,7.49E-05,0.007837775,Not Significant,,,
ENSCSAG00000006376.1_APOBEC3G,308.3958371,-0.610247955,0.154302482,-3.954881005,7.66E-05,0.007960564,Not Significant,,,
ENSCSAG00000000710.1_MORN1,29.42323336,1.773562507,0.448853924,3.951313356,7.77E-05,0.008027725,Not Significant,,,
ENSCSAG00000002758.1_LIN7B,18.80519942,1.404672074,0.355980126,3.945928362,7.95E-05,0.008157354,Not Significant,,,
ENSCSAG00000011595.1_MITF,37.10967752,-0.833272953,0.21148807,-3.940047077,8.15E-05,0.00830636,Not Significant,,,
ENSCSAG00000012451.1_COL3A1,323.8629098,1.005593206,0.255502985,3.935739555,8.29E-05,0.008349732,Not Significant,,,
ENSCSAG00000015350.1_RGMB,243.8458008,-0.618479361,0.157142734,-3.93578085,8.29E-05,0.008349732,Not Significant,,,
ENSCSAG00000011684.1_PYGO1,7.335021692,-2.295961477,0.58471836,-3.926610883,8.62E-05,0.00861837,Downregulated,,,
ENSCSAG00000014147.1,29.68384357,1.510852395,0.384947207,3.924830129,8.68E-05,0.008628106,Not Significant,,,
ENSCSAG00000001553.1_GSTM4,126.8752516,-1.622611974,0.414264225,-3.916852761,8.97E-05,0.008648285,Not Significant,,,
ENSCSAG00000002226.1_ARHGAP32,260.4656804,0.720421476,0.183889814,3.917680152,8.94E-05,0.008648285,Not Significant,,,
ENSCSAG00000008194.1_PRR36,27.94948327,1.319378157,0.336377428,3.922314785,8.77E-05,0.008648285,Not Significant,,,
ENSCSAG00000011939.1_ANGEL1,296.4505334,-1.020467142,0.260526395,-3.916943389,8.97E-05,0.008648285,Not Significant,,,
ENSCSAG00000015226.1_HOMER1,78.68120755,-1.160950387,0.296295004,-3.918224642,8.92E-05,0.008648285,Not Significant,,,
ENSCSAG00000005492.1_IFTAP,433.258212,-0.565811207,0.144525494,-3.914957774,9.04E-05,0.008663982,Not Significant,,,
ENSCSAG00000013662.1_TASOR2,183.1627305,-0.915745828,0.234178784,-3.910455983,9.21E-05,0.008774211,Not Significant,,,
ENSCSAG00000002163.1_GPS1,486.1093926,0.677601871,0.173539918,3.904587949,9.44E-05,0.008936338,Not Significant,,,
ENSCSAG00000002951.1_EXPH5,404.8694552,-0.803912517,0.206052685,-3.901490124,9.56E-05,0.008997936,Not Significant,,,
ENSCSAG00000004627.1_TERB1,3.174716485,-2.75891655,0.708176192,-3.895805281,9.79E-05,0.008998658,Downregulated,,,
ENSCSAG00000011033.1_HRAS,165.2743472,1.085614168,0.278494358,3.898154973,9.69E-05,0.008998658,Not Significant,,,
ENSCSAG00000013705.1_SEPTIN8,82.73710959,0.690717264,0.177250935,3.896832829,9.75E-05,0.008998658,Not Significant,,,
ENSCSAG00000017445.1_F10,903.9897795,-0.70440684,0.180770632,-3.896688484,9.75E-05,0.008998658,Not Significant,,,
ENSCSAG00000013696.1_GDF9,45.85304763,1.715363213,0.441608422,3.884353483,0.000102603,0.009379288,Not Significant,,,
ENSCSAG00000002292.1_TMEM233,146.9072916,-0.92544882,0.239018597,-3.871869525,0.000108004,0.009707337,Not Significant,,,
ENSCSAG00000008200.1_HMOX1,119.5081609,-1.265519775,0.326795678,-3.872510742,0.00010772,0.009707337,Not Significant,,,
ENSCSAG00000011615.1,4.147682104,3.631563094,0.93794529,3.871828275,0.000108022,0.009707337,Upregulated,,,
ENSCSAG00000004402.1_PPFIBP2,106.5842197,-0.876670757,0.22656577,-3.869387485,0.000109109,0.009749942,Not Significant,,,
ENSCSAG00000008461.1_CDH23,38.71426075,-3.375142206,0.872635487,-3.867757222,0.000109841,0.009760503,Downregulated,,,
ENSCSAG00000009920.1,39.32152419,-3.934869926,1.018625549,-3.862920902,0.000112039,0.009900539,Downregulated,,,
ENSCSAG00000000279.1_ZBTB21,97.67512684,-1.274144899,0.330407441,-3.856283909,0.000115124,0.010116899,Not Significant,,,
ENSCSAG00000004707.1_RRAS2,143.1478135,-0.687389893,0.178434088,-3.852346276,0.000116991,0.010224536,Not Significant,,,
ENSCSAG00000014440.1_RHOBTB3,431.7568476,-0.740844714,0.192438061,-3.849782683,0.000118223,0.010275682,Not Significant,,,
ENSCSAG00000002336.1_HEPACAM,7.310467549,-5.550403485,1.442847713,-3.846839437,0.000119651,0.010343337,Downregulated,,,
ENSCSAG00000011610.1_ERICH6,250.6552729,3.043604214,0.792316848,3.841397821,0.000122336,0.010518222,Upregulated,,,
ENSCSAG00000008471.1_SLC39A4,16.73720011,-1.973196553,0.5140945,-3.838198139,0.00012394,0.010542229,Not Significant,,,
ENSCSAG00000009756.1_LRRC19,3.791424217,-3.86720809,1.007388925,-3.838843164,0.000123615,0.010542229,Downregulated,,,
ENSCSAG00000004307.1_ABCA8,102.2618626,-0.922819779,0.240984523,-3.829373638,0.00012847,0.010869367,Not Significant,,,
ENSCSAG00000008642.1_ZC3HAV1L,18.0147745,1.342640368,0.350972226,3.825488937,0.000130513,0.010925982,Not Significant,,,
ENSCSAG00000012895.1_SWT1,137.2293461,-0.905519696,0.236649908,-3.826410506,0.000130025,0.010925982,Not Significant,,,
ENSCSAG00000003111.1_MFAP3L,313.2180558,0.988806694,0.259122353,3.815983768,0.000135641,0.011121198,Not Significant,,,
ENSCSAG00000008351.1_RTCB,108.3794313,0.791404326,0.207265377,3.818314161,0.000134367,0.011121198,Not Significant,,,
ENSCSAG00000011775.1_UBE2I,187.5534751,0.859945671,0.225223697,3.818184689,0.000134437,0.011121198,Not Significant,,,
ENSCSAG00000019107.1,2.643669466,-3.734447107,0.978527686,-3.816393917,0.000135416,0.011121198,Downregulated,,,
ENSCSAG00000001684.1_VANGL1,65.85603062,0.83106243,0.218018872,3.811882996,0.000137912,0.011189395,Not Significant,,,
ENSCSAG00000005836.1_CHADL,17.67406296,-2.802098787,0.734857281,-3.813119716,0.000137224,0.011189395,Downregulated,,,
ENSCSAG00000007607.1_COL4A4,74.52841626,1.784785255,0.468363661,3.810682606,0.000138584,0.011189395,Not Significant,,,
ENSCSAG00000008609.1_DGAT1,213.3672129,1.05706332,0.277885109,3.803958129,0.000142402,0.011268907,Not Significant,,,
ENSCSAG00000009846.1,5.41488808,-1.678767491,0.441208649,-3.804928786,0.000141845,0.011268907,Not Significant,,,
ENSCSAG00000012020.1_SEC16B,1479.606189,-0.856386458,0.224997556,-3.806203383,0.000141116,0.011268907,Not Significant,,,
ENSCSAG00000012490.1_GLUL,2054.770981,0.75257507,0.197794597,3.80483128,0.000141901,0.011268907,Not Significant,,,
ENSCSAG00000017548.1_ADAP1,125.6441169,-0.980360907,0.258108086,-3.79825724,0.000145717,0.011474136,Not Significant,,,
ENSCSAG00000004647.1_OTOP3,1.856823786,4.789231741,1.261851434,3.79540064,0.000147405,0.011505777,Upregulated,,,
ENSCSAG00000018288.1_CRCP,153.1854625,-0.766863357,0.202065063,-3.795130856,0.000147566,0.011505777,Not Significant,,,
ENSCSAG00000001225.1_PIK3R3,18.48274183,1.61618901,0.426181588,3.792254421,0.000149286,0.011583126,Not Significant,,,
ENSCSAG00000004052.1_SLC39A8,101.7889606,0.663840434,0.17540542,3.784606161,0.000153952,0.011887201,Not Significant,,,
ENSCSAG00000013880.1_SLCO5A1,4.369998636,-4.557422707,1.204809577,-3.782691301,0.000155142,0.011921184,Downregulated,,,
ENSCSAG00000000162.1,3.597605792,-3.111406095,0.823478992,-3.778367301,0.00015786,0.012013972,Downregulated,,,
ENSCSAG00000016328.1,182.4466437,-1.316078063,0.348234584,-3.779285929,0.000157279,0.012013972,Not Significant,,,
