,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation status,Upregulated,Downregulated,Not significant
ENSCSAG00000005190.1_NCAN,49.4592022,0.029257427,0.245528229,0.119161154,0.905147682,1,Not Significant,0,0,
ENSCSAG00000005191.1_ANO3,30.9962777,-0.032572239,0.248624386,-0.131009832,0.895767529,1,Not Significant,0,0,
ENSCSAG00000005192.1,9.067680591,0.171634264,0.498211235,0.34450099,0.730469551,1,Not Significant,0,0,
ENSCSAG00000005193.1,0.082568998,-1.798552573,3.39007424,-0.530534863,0.595741144,1,Not Significant,0,0,
ENSCSAG00000005194.1_SLC39A5,263.0403647,-0.152847353,0.51861055,-0.294724728,0.768204172,1,Not Significant,0,0,
ENSCSAG00000005195.1_DLX4,0.096091461,-1.343364517,3.399268715,-0.39519221,0.692701041,1,Not Significant,0,0,
ENSCSAG00000005196.1_SLC5A12,5.832379034,0.067147593,0.481812701,0.139364515,0.889162112,1,Not Significant,0,0,
ENSCSAG00000005197.1,37.50012586,0.395838045,0.298333234,1.326831878,0.184564303,1,Not Significant,0,0,
ENSCSAG00000005199.1_NABP2,36.01241615,-0.165264919,0.247579053,-0.667523837,0.504437589,1,Not Significant,0,0,
ENSCSAG00000005200.1,42.4602861,0.230059966,0.219319856,1.048970076,0.294191891,1,Not Significant,0,0,
ENSCSAG00000005201.1_RNF41,475.4686102,0.037750008,0.132877093,0.284097187,0.776335902,1,Not Significant,0,0,
ENSCSAG00000005202.1_CENPC,150.6044039,0.047632646,0.148889519,0.3199194,0.749029431,1,Not Significant,0,0,
ENSCSAG00000005203.1_BBOX1,439.3753252,-0.114740564,0.343881689,-0.333662906,0.738633943,1,Not Significant,0,0,
ENSCSAG00000005204.1_SORCS1,0.37502092,0.625787155,1.637375039,0.38218926,0.702320988,1,Not Significant,0,0,
ENSCSAG00000005205.1_NR2C2AP,0.69564234,-0.016510882,1.278039224,-0.012918916,0.989692483,1,Not Significant,0,0,
ENSCSAG00000005206.1_CCDC34,8.742181318,0.826961347,0.469379739,1.761817307,0.07810017,1,Not Significant,0,0,
ENSCSAG00000005207.1_STAP1,2.092972793,0.833091749,0.840941669,0.990665321,0.32184903,1,Not Significant,0,0,
ENSCSAG00000005208.1_ITGA3,12.99140697,-0.120227608,0.46833617,-0.256712199,0.797400954,1,Not Significant,0,0,
ENSCSAG00000005209.1_LGR4,523.3557837,-0.071739441,0.244097297,-0.293896907,0.768836681,1,Not Significant,0,0,
ENSCSAG00000005210.1_RFXANK,21.0950033,0.241124665,0.267721365,0.900655298,0.367771623,1,Not Significant,0,0,
ENSCSAG00000005211.1_PDK2,307.1770533,0.164583881,0.23468412,0.701299606,0.483116059,1,Not Significant,0,0,
ENSCSAG00000005212.1_SMARCC2,310.1598767,0.078477755,0.1570683,0.499640953,0.617327916,1,Not Significant,0,0,
ENSCSAG00000005213.1_UBA6,121.3169737,0.120353981,0.228893055,0.525808791,0.599021066,1,Not Significant,0,0,
ENSCSAG00000005214.1_BORCS8,6.664750984,0.60093983,0.435406409,1.380181408,0.167530797,1,Not Significant,0,0,
ENSCSAG00000005215.1_LIN7C,42.35339459,-0.060010521,0.237003255,-0.253205472,0.800109438,1,Not Significant,0,0,
ENSCSAG00000005217.1_MEF2B,7.974328661,-0.032037293,0.443517817,-0.072234511,0.942415281,1,Not Significant,0,0,
ENSCSAG00000005218.1_KIF18A,1.672135132,-0.87172804,0.8918479,-0.977440257,0.328351241,1,Not Significant,0,0,
ENSCSAG00000005219.1,3899.580943,-0.09855654,0.170228998,-0.578964463,0.562613152,1,Not Significant,0,0,
ENSCSAG00000005220.1_TMEM161A,277.9556882,0.061373381,0.212156876,0.289283018,0.772364807,1,Not Significant,0,0,
ENSCSAG00000005221.1_MYL6B,17.55160901,-0.407279219,0.27505881,-1.480698691,0.138686883,1,Not Significant,0,0,
ENSCSAG00000005223.1_SLC25A42,433.1239648,0.07192795,0.274370729,0.262156062,0.793201126,1,Not Significant,0,0,
ENSCSAG00000005224.1_SAMD14,4.016340209,-0.159059799,0.670348269,-0.237279347,0.812440083,1,Not Significant,0,0,
ENSCSAG00000005225.1_ARMC6,34.80152303,-0.251717549,0.198501647,-1.268087959,0.204766541,1,Not Significant,0,0,
ENSCSAG00000005226.1_SUGP2,95.73025125,-0.015972432,0.131925189,-0.121071891,0.903634093,1,Not Significant,0,0,
ENSCSAG00000005228.1_PPP1R9B,281.1104824,-0.251546689,0.226219799,-1.111957,0.266156639,1,Not Significant,0,0,
ENSCSAG00000005229.1_ESYT1,625.7061111,-0.268453756,0.156766694,-1.712441268,0.086815379,1,Not Significant,0,0,
ENSCSAG00000005230.1_METTL15,41.13525594,0.030544763,0.288861019,0.105742071,0.915786999,1,Not Significant,0,0,
ENSCSAG00000005231.1_SGCA,1.096221057,-0.172595948,1.036155921,-0.166573336,0.867705775,1,Not Significant,0,0,
ENSCSAG00000005232.1,0.588552423,-0.326702623,2.071874256,-0.15768458,0.874705352,1,Not Significant,0,0,
ENSCSAG00000005233.1_HOMER3,19.30704732,-0.118840678,0.272967043,-0.435366397,0.663296497,1,Not Significant,0,0,
ENSCSAG00000005234.1_SORCS3,5.118678083,1.404813121,0.986180847,1.424498483,0.154302224,1,Not Significant,0,0,
ENSCSAG00000005235.1_FSHB,0.064460961,0,3.404921788,0,1,1,Not Significant,0,0,
ENSCSAG00000005236.1,15.28613199,0.024125925,0.458365877,0.052634644,0.958023013,1,Not Significant,0,0,
ENSCSAG00000005237.1_ARL14EP,188.5306625,0.075279586,0.175163651,0.429767165,0.66736502,1,Not Significant,0,0,
ENSCSAG00000005239.1_MPPED2,3.309897506,0.187071028,0.746428265,0.250621576,0.802106699,1,Not Significant,0,0,
ENSCSAG00000005240.1,0.281812634,-0.115776502,1.855246557,-0.062404914,0.950240382,1,Not Significant,0,0,
ENSCSAG00000005241.1,17.658174,-0.275266382,0.54397119,-0.506031178,0.612834762,1,Not Significant,0,0,
ENSCSAG00000005242.1,0.159142576,-0.180411178,2.597907386,-0.069444807,0.944635564,1,Not Significant,0,0,
ENSCSAG00000005244.1_CFAP58,0.719233459,-0.138483681,1.115867924,-0.124104008,0.901232925,1,Not Significant,0,0,
ENSCSAG00000005245.1_DNAJC24,5.319426437,0.656978381,0.551932584,1.1903236,0.233919228,1,Not Significant,0,0,
ENSCSAG00000005246.1_PA2G4,147.8969219,0.135285198,0.144499253,0.936234584,0.34915242,1,Not Significant,0,0,
ENSCSAG00000005247.1_GSTO2,70.04266889,0.080368646,0.243125891,0.330563911,0.74097391,1,Not Significant,0,0,
ENSCSAG00000005248.1_IMMP1L,18.71274983,0.043567313,0.289777512,0.150347461,0.88049049,1,Not Significant,0,0,
ENSCSAG00000005249.1,657.1789641,-0.180474871,0.214690763,-0.840627091,0.400556877,1,Not Significant,0,0,
ENSCSAG00000005250.1_ELP4,28.95537627,0.275270524,0.248274876,1.108732906,0.267545422,1,Not Significant,0,0,
ENSCSAG00000005251.1_DDX49,42.28859232,0.129972013,0.20693675,0.628076035,0.529954131,1,Not Significant,0,0,
ENSCSAG00000005252.1_YTHDC1,235.1463232,-0.069660338,0.242045916,-0.287798029,0.773501346,1,Not Significant,0,0,
ENSCSAG00000005253.1_PAX6,0.537694907,-1.403483539,2.059295394,-0.681535802,0.495532521,1,Not Significant,0,0,
ENSCSAG00000005254.1_CELSR1,7.284906479,0.032717331,0.598405923,0.054674144,0.956398069,1,Not Significant,0,0,
ENSCSAG00000005255.1_RCN1,65.80991429,-0.091493027,0.214137627,-0.427262731,0.669187975,1,Not Significant,0,0,
ENSCSAG00000005256.1_CFAP43,13.40086058,-0.096831215,0.431040225,-0.224645426,0.822255123,1,Not Significant,0,0,
ENSCSAG00000005257.1_WT1,110.2005341,-0.003413729,0.193599649,-0.017632928,0.985931688,1,Not Significant,0,0,
ENSCSAG00000005258.1_SFR1,47.56634317,0.093810264,0.263710104,0.355732536,0.722040876,1,Not Significant,0,0,
ENSCSAG00000005259.1_ERBB3,704.7216876,0.0735657,0.124369655,0.591508435,0.554179805,1,Not Significant,0,0,
ENSCSAG00000005260.1_TMPRSS11E,1.710471771,0.126468497,0.819111507,0.154397168,0.877296587,1,Not Significant,0,0,
ENSCSAG00000005261.1_EIF3M,117.6382822,-0.018079987,0.185779606,-0.097319545,0.922472635,1,Not Significant,0,0,
ENSCSAG00000005262.1_COPE,140.2364051,-0.196394346,0.154133446,-1.27418384,0.202598271,1,Not Significant,0,0,
ENSCSAG00000005263.1_CCDC73,7.45432663,-0.675722072,0.41761316,-1.618057421,0.105650223,1,Not Significant,0,0,
ENSCSAG00000005264.1,1690.242349,0.050523515,0.197849896,0.255362857,0.798442856,1,Not Significant,0,0,
ENSCSAG00000005265.1_PRRG4,642.3763925,-0.064800738,0.121588185,-0.532952589,0.5940664,1,Not Significant,0,0,
ENSCSAG00000005266.1,20.92128751,0.021033204,0.324469153,0.06482343,0.948314586,1,Not Significant,0,0,
ENSCSAG00000005267.1_CERS1,37.34571333,-0.104496644,0.214795202,-0.486494311,0.626616738,1,Not Significant,0,0,
ENSCSAG00000005268.1,2494.960633,-0.169963159,0.232781358,-0.730140769,0.465304143,1,Not Significant,0,0,
ENSCSAG00000005269.1_SLC6A2,263.3147371,0.561130623,0.480962073,1.166683725,0.243338118,1,Not Significant,0,0,
ENSCSAG00000005270.1_IKZF4,53.26930544,-0.347206389,0.258379052,-1.343786913,0.179017303,1,Not Significant,0,0,
ENSCSAG00000005271.1_QSER1,267.5580501,-0.067460188,0.143908754,-0.468770567,0.63923364,1,Not Significant,0,0,
ENSCSAG00000005272.1,2702.831467,-0.089122116,0.316183335,-0.28186848,0.778044359,1,Not Significant,0,0,
ENSCSAG00000005273.1_GDF1,0.588178612,0.894115945,1.333334264,0.670586491,0.502483991,1,Not Significant,0,0,
ENSCSAG00000005274.1_DEPDC7,62.81827214,-0.475304782,0.38571445,-1.232271133,0.217847819,1,Not Significant,0,0,
ENSCSAG00000005275.1_SUOX,50.74295506,0.432618772,0.346365445,1.249024052,0.211656277,1,Not Significant,0,0,
ENSCSAG00000005276.1_UPF1,425.258566,0.252074964,0.136705357,1.84392894,0.065193497,1,Not Significant,0,0,
ENSCSAG00000005277.1_RAB5B,69.86895891,0.11177063,0.196721259,0.56816752,0.569921224,1,Not Significant,0,0,
ENSCSAG00000005278.1_LPCAT2,86.3167712,0.074420456,0.185266255,0.40169461,0.687908792,1,Not Significant,0,0,
ENSCSAG00000005279.1_TRMU,26.51839634,0.05461363,0.291145912,0.187581648,0.851204613,1,Not Significant,0,0,
ENSCSAG00000005280.1_TCP11L1,35.82193401,-0.648751471,0.274144039,-2.366462071,0.017959014,1,Not Significant,0,0,
ENSCSAG00000005281.1_CDK2,39.53993741,-0.033629234,0.215814943,-0.155824399,0.876171438,1,Not Significant,0,0,
ENSCSAG00000005282.1_MMP2,69.51288648,-0.22342083,0.310956374,-0.71849574,0.472451673,1,Not Significant,0,0,
ENSCSAG00000005283.1,28.94738777,-0.941126642,0.32189129,-2.923740625,0.003458528,1,Not Significant,0,0,
ENSCSAG00000005284.1_PMEL,212.8986114,0.143241358,0.180138957,0.795171466,0.426513768,1,Not Significant,0,0,
ENSCSAG00000005285.1_IRX6,0.203507109,-1.283073122,2.821643328,-0.454725482,0.649306746,1,Not Significant,0,0,
ENSCSAG00000005286.1_GTSE1,18.72706097,0.058080454,0.552661716,0.105092233,0.916302622,1,Not Significant,0,0,
ENSCSAG00000005288.1_DGKA,14.61123028,0.043995054,0.348948679,0.126078866,0.899669496,1,Not Significant,0,0,
ENSCSAG00000005289.1,94.65403437,0.075066661,0.236421252,0.317512325,0.750854889,1,Not Significant,0,0,
ENSCSAG00000005290.1_IRX3,31.46314378,-0.135460565,0.381645063,-0.354938602,0.722635588,1,Not Significant,0,0,
ENSCSAG00000005291.1_PYM1,77.76008903,-0.028178449,0.149439035,-0.1885615,0.85043651,1,Not Significant,0,0,
ENSCSAG00000005292.1_COMP,0.208104632,-0.060815632,2.517505933,-0.024157096,0.980727301,1,Not Significant,0,0,
ENSCSAG00000005294.1_MMP19,8.589603162,-0.069439676,0.52963155,-0.131109403,0.895688763,1,Not Significant,0,0,
ENSCSAG00000005295.1_ORMDL2,32.94652107,0.167697945,0.218707342,0.766768705,0.443219046,1,Not Significant,0,0,
ENSCSAG00000005296.1_FTO,74.85209205,0.240823754,0.165265634,1.457191961,0.145063399,1,Not Significant,0,0,
ENSCSAG00000005297.1_RPGRIP1L,7.789060921,0.048122562,0.451602328,0.106559597,0.915138373,1,Not Significant,0,0,
ENSCSAG00000005298.1_HIPK3,644.3944854,-0.391406282,0.164238072,-2.383164123,0.01716454,1,Not Significant,0,0,
ENSCSAG00000005299.1_AKTIP,62.27885765,0.070593942,0.192452477,0.366812332,0.713759008,1,Not Significant,0,0,
ENSCSAG00000005300.1_COL17A1,2.15260161,-0.109482016,0.775371973,-0.141199347,0.887712462,1,Not Significant,0,0,
ENSCSAG00000005301.1_RBL2,360.6914459,-0.067289915,0.199431703,-0.337408317,0.735809116,1,Not Significant,0,0,
ENSCSAG00000005302.1_TTC38,2078.792323,-0.033416939,0.156669033,-0.213296388,0.831095791,1,Not Significant,0,0,
ENSCSAG00000005303.1,35.80175535,-0.133422274,0.22659806,-0.588805896,0.55599149,1,Not Significant,0,0,
ENSCSAG00000005304.1_CRTC1,58.52817362,0.31128444,0.210063392,1.481859533,0.138377674,1,Not Significant,0,0,
ENSCSAG00000005305.1,50.19892493,0.296661925,0.331659642,0.894477012,0.371066724,1,Not Significant,0,0,
ENSCSAG00000005306.1_CDPF1,3.917199099,-0.286101222,0.627195045,-0.456159889,0.648275007,1,Not Significant,0,0,
ENSCSAG00000005307.1_PPARA,139.3574609,0.012932076,0.21243285,0.060876066,0.95145791,1,Not Significant,0,0,
ENSCSAG00000005308.1_GDF11,3.771021468,-0.164635432,0.531081607,-0.310000252,0.756560765,1,Not Significant,0,0,
ENSCSAG00000005309.1_KLHL26,4.325431744,0.657151997,0.496014734,1.324863864,0.185216308,1,Not Significant,0,0,
ENSCSAG00000005310.1_COL1A1,574.6802051,-0.497271702,0.515186694,-0.965226214,0.33443152,1,Not Significant,0,0,
ENSCSAG00000005311.1_CHD9,385.8424907,-0.146480165,0.195411123,-0.749599938,0.453495688,1,Not Significant,0,0,
ENSCSAG00000005312.1,177.4748753,-0.013730145,0.204929747,-0.066999278,0.946582278,1,Not Significant,0,0,
ENSCSAG00000005313.1_SLK,223.1167045,-0.077654888,0.163409031,-0.47521785,0.634631705,1,Not Significant,0,0,
ENSCSAG00000005314.1_TMEM59L,0.21926162,0.035141156,3.100337191,0.011334624,0.990956472,1,Not Significant,0,0,
ENSCSAG00000005315.1_CD63,531.8275922,-0.055635637,0.161793727,-0.3438677,0.730945784,1,Not Significant,0,0,
ENSCSAG00000005316.1_KIAA1549L,0.267712584,-0.053431866,2.133191286,-0.025047855,0.980016793,1,Not Significant,0,0,
ENSCSAG00000005317.1_TOX3,12.71234832,0.089319531,0.601935443,0.148387226,0.88203718,1,Not Significant,0,0,
ENSCSAG00000005318.1_STN1,442.7107878,-0.017248658,0.17850954,-0.096625971,0.923023431,1,Not Significant,0,0,
ENSCSAG00000005319.1_SALL1,428.0095337,-0.085492922,0.266851962,-0.320375842,0.748683436,1,Not Significant,0,0,
ENSCSAG00000005320.1_RDH5,23.71604658,-0.101981289,0.45901698,-0.222173238,0.824179026,1,Not Significant,0,0,
ENSCSAG00000005321.1_CRLF1,0.763844265,-1.01941707,1.099948109,-0.926786511,0.35403739,1,Not Significant,0,0,
ENSCSAG00000005322.1,1.473355332,0.878031336,1.468960258,0.597723003,0.550024774,1,Not Significant,0,0,
ENSCSAG00000005323.1_WNT7B,90.82768738,0.236964978,0.266834974,0.888058168,0.374509463,1,Not Significant,0,0,
ENSCSAG00000005324.1_CYLD,56.06129236,-0.05133091,0.202689013,-0.253249595,0.800075344,1,Not Significant,0,0,
ENSCSAG00000005325.1_ATXN10,256.5436554,0.031536884,0.16926844,0.186312841,0.852199438,1,Not Significant,0,0,
ENSCSAG00000005326.1_SH3PXD2A,57.80696364,-0.314504682,0.256041423,-1.228335159,0.219321178,1,Not Significant,0,0,
ENSCSAG00000005327.1,138.0560551,-0.29274978,0.232084805,-1.261391412,0.207167861,1,Not Significant,0,0,
ENSCSAG00000005328.1_FBLN1,89.73065019,-0.004272163,0.399493658,-0.010693944,0.99146763,1,Not Significant,0,0,
ENSCSAG00000005329.1_REX1BD,39.77360235,-0.157935039,0.266691558,-0.592201117,0.553715922,1,Not Significant,0,0,
ENSCSAG00000005330.1_NEURL1,0.57866124,-1.170781024,1.159675615,-1.009576307,0.312698326,1,Not Significant,0,0,
ENSCSAG00000005331.1_NOD2,5.544102061,0.12876396,0.55656663,0.231354078,0.817039738,1,Not Significant,0,0,
ENSCSAG00000005332.1_UBA52,1864.702565,-0.069593234,0.21230333,-0.327800953,0.743062167,1,Not Significant,0,0,
ENSCSAG00000005333.1_ITGA7,240.8958714,-0.499183576,0.285556781,-1.748106185,0.080445642,1,Not Significant,0,0,
ENSCSAG00000005335.1_RIBC2,0.288537588,-0.171182793,2.107112703,-0.081240454,0.935250728,1,Not Significant,0,0,
ENSCSAG00000005336.1_KXD1,78.59041099,-0.084577838,0.185267432,-0.456517573,0.648017837,1,Not Significant,0,0,
ENSCSAG00000005338.1_METTL7B,819.4348214,-0.339395105,0.184811064,-1.836443653,0.066292068,1,Not Significant,0,0,
ENSCSAG00000005339.1_SNX20,309.7136842,-0.037052483,0.302213289,-0.122603752,0.902420883,1,Not Significant,0,0,
ENSCSAG00000005340.1_CALHM2,12.43223373,0.368414984,0.445419703,0.827118739,0.408169764,1,Not Significant,0,0,
ENSCSAG00000005341.1,0.145999761,-1.168868255,3.030917361,-0.385648342,0.699757126,1,Not Significant,0,0,
ENSCSAG00000005342.1_FKBP8,619.4115899,-0.228771227,0.198954186,-1.149868881,0.25019788,1,Not Significant,0,0,
ENSCSAG00000005343.1,0.064997056,-1.347578508,3.399233734,-0.396435966,0.691783438,1,Not Significant,0,0,
ENSCSAG00000005344.1_SMC1B,0.255497947,-0.920535373,2.608133775,-0.352947913,0.72412749,1,Not Significant,0,0,
ENSCSAG00000005345.1_ELL,73.30761865,-0.17600471,0.306442818,-0.574347642,0.565732576,1,Not Significant,0,0,
ENSCSAG00000005346.1_PDCD11,142.1034411,0.229452362,0.200993086,1.141593307,0.253623108,1,Not Significant,0,0,
ENSCSAG00000005347.1_FAM118A,177.1288757,-0.076382487,0.226903983,-0.336629114,0.736396506,1,Not Significant,0,0,
ENSCSAG00000005348.1_C11orf91,3.036724726,0.555708095,0.639325803,0.869209553,0.384732523,1,Not Significant,0,0,
ENSCSAG00000005349.1_NKD1,11.76289363,0.255182448,0.390125905,0.654102805,0.513045575,1,Not Significant,0,0,
ENSCSAG00000005350.1_ISYNA1,29.6029028,0.177542208,0.312630009,0.567898803,0.570103685,1,Not Significant,0,0,
ENSCSAG00000005352.1_UPK3A,0.804745356,1.519181816,1.448175288,1.049031722,0.294163519,1,Not Significant,0,0,
ENSCSAG00000005353.1_ATP5MK,94.07859512,-0.193435417,0.264742922,-0.730653782,0.464990653,1,Not Significant,0,0,
ENSCSAG00000005354.1_KIAA0930,30.70344343,0.2156917,0.407333302,0.529521397,0.596443805,1,Not Significant,0,0,
ENSCSAG00000005355.1_SSBP4,48.0680498,-0.424811007,0.261329594,-1.625575586,0.104039972,1,Not Significant,0,0,
ENSCSAG00000005356.1_TAF5,162.7906162,-0.37577084,0.333029796,-1.128339998,0.259176357,1,Not Significant,0,0,
ENSCSAG00000005357.1_TMEM92,0.70445059,-1.855935484,1.232586347,-1.505724519,0.132137907,1,Not Significant,0,0,
ENSCSAG00000005358.1_TESPA1,145.5094643,0.207741122,0.178624831,1.163002483,0.244828495,1,Not Significant,0,0,
ENSCSAG00000005359.1_LRRC25,209.3532544,-0.145789973,0.200807405,-0.726018909,0.467827179,1,Not Significant,0,0,
ENSCSAG00000005360.1_CD59,481.8181841,-0.166942987,0.23768545,-0.702369399,0.482448824,1,Not Significant,0,0,
ENSCSAG00000005361.1_BRD7,172.3635992,-0.096513551,0.14045651,-0.68714188,0.491993325,1,Not Significant,0,0,
ENSCSAG00000005362.1_PCGF6,14.37149166,0.090051026,0.327737161,0.274765991,0.783496028,1,Not Significant,0,0,
ENSCSAG00000005363.1,0.298720787,1.558796193,3.377953914,0.461461652,0.644467428,1,Not Significant,0,0,
ENSCSAG00000005364.1_GDF15,30.3973984,-0.610206366,0.561759431,-1.086241426,0.277372194,1,Not Significant,0,0,
ENSCSAG00000005365.1_PGPEP1,31.6738387,0.338047841,0.261969055,1.29041135,0.196907873,1,Not Significant,0,0,
ENSCSAG00000005366.1_FBXO3,63.21428228,-0.093332684,0.207564308,-0.449656709,0.652957991,1,Not Significant,0,0,
ENSCSAG00000005367.1_DCD,0.872737485,2.560162735,3.372409463,0.759149434,0.44776317,1,Not Significant,0,0,
ENSCSAG00000005368.1_INA,0.262766921,-1.607908707,2.317892596,-0.693694225,0.487873989,1,Not Significant,0,0,
ENSCSAG00000005369.1_LMO2,45.62377353,-0.104368049,0.239999937,-0.434866986,0.66365898,1,Not Significant,0,0,
ENSCSAG00000005370.1_LSM4,82.22599088,0.139229851,0.257627943,0.540429931,0.588900571,1,Not Significant,0,0,
ENSCSAG00000005371.1_ADCY7,51.37004262,-0.277660859,0.239682424,-1.158453149,0.246679161,1,Not Significant,0,0,
ENSCSAG00000005372.1,4.722339659,-0.073811064,1.110109301,-0.066489907,0.946987793,1,Not Significant,0,0,
ENSCSAG00000005373.1_NUP50,141.8606756,0.06630222,0.170889947,0.387981982,0.698029367,1,Not Significant,0,0,
ENSCSAG00000005374.1,1.799445125,-0.511410245,0.849305072,-0.602151408,0.547073357,1,Not Significant,0,0,
ENSCSAG00000005375.1_LACRT,0.131094902,0.740537751,3.386044979,0.218702869,0.826881514,1,Not Significant,0,0,
ENSCSAG00000005376.1_PHF21B,0.316465308,-0.439873379,1.834151316,-0.239823931,0.810466754,1,Not Significant,0,0,
ENSCSAG00000005377.1_PDE4C,545.2135696,0.14422631,0.191585891,0.752802354,0.451568692,1,Not Significant,0,0,
ENSCSAG00000005378.1_CAPRIN1,292.5983318,-0.03320914,0.138722544,-0.239392524,0.810801226,1,Not Significant,0,0,
ENSCSAG00000005379.1_PRR5,42.69109807,0.022504757,0.274494211,0.081986271,0.934657631,1,Not Significant,0,0,
ENSCSAG00000005380.1_NT5C2,98.88613039,0.280680224,0.216295546,1.297669921,0.194400784,1,Not Significant,0,0,
ENSCSAG00000005381.1_RAB3A,89.75145774,-0.28623678,0.16504766,-1.734267427,0.082870644,1,Not Significant,0,0,
ENSCSAG00000005382.1,0.31901804,1.632670235,3.312112564,0.492939235,0.622055523,1,Not Significant,0,0,
ENSCSAG00000005383.1_NAT10,65.35625775,0.360987953,0.183756881,1.964486722,0.049473675,1,Not Significant,0,0,
ENSCSAG00000005384.1_CNNM2,102.3024145,0.261291605,0.167727816,1.557831078,0.119273297,1,Not Significant,0,0,
ENSCSAG00000005385.1_PPP1R1A,250.8227047,-0.095213353,0.241253649,-0.394660779,0.693093252,1,Not Significant,0,0,
ENSCSAG00000005386.1_MPV17L2,26.18137621,-0.291956584,0.300377257,-0.971966344,0.331067292,1,Not Significant,0,0,
ENSCSAG00000005387.1_XYLT2,35.59392503,0.269953807,0.219894092,1.227653752,0.219576975,1,Not Significant,0,0,
ENSCSAG00000005388.1_PDE1B,6.757361989,-0.547366543,0.549852963,-0.995478027,0.319503826,1,Not Significant,0,0,
ENSCSAG00000005389.1_IFI30,204.636561,-0.20138409,0.283057135,-0.711460919,0.47679866,1,Not Significant,0,0,
ENSCSAG00000005390.1_TENT4B,109.6177855,-0.127236182,0.250822754,-0.507275276,0.611961683,1,Not Significant,0,0,
ENSCSAG00000005391.1_AS3MT,64.34858639,-0.157287908,0.32453814,-0.484651536,0.62792355,1,Not Significant,0,0,
ENSCSAG00000005392.1_NCKAP1L,53.88888356,-0.284764744,0.193754922,-1.469716181,0.141638638,1,Not Significant,0,0,
ENSCSAG00000005393.1,2.137379983,0.56990727,0.732635769,0.777886221,0.436636092,1,Not Significant,0,0,
ENSCSAG00000005394.1_GTSF1,0.343522801,-1.411250751,2.163854155,-0.652193101,0.51427661,1,Not Significant,0,0,
ENSCSAG00000005395.1_BORCS7,18.18438044,0.102394372,0.314111761,0.3259807,0.744438958,1,Not Significant,0,0,
ENSCSAG00000005396.1_MRPL27,24.10728086,0.304997765,0.265532106,1.14862858,0.250709167,1,Not Significant,0,0,
ENSCSAG00000005397.1_CYP17A1,589.6883264,0.246132916,0.241352815,1.019805449,0.307820738,1,Not Significant,0,0,
ENSCSAG00000005398.1_HEATR3,205.9867961,-0.019284664,0.144379678,-0.1335691,0.89374332,1,Not Significant,0,0,
ENSCSAG00000005399.1,716.6093678,-0.247042059,0.169586969,-1.45672784,0.145191522,1,Not Significant,0,0,
ENSCSAG00000005400.1_CNEP1R1,117.2338854,-0.009300221,0.180929733,-0.051402393,0.959004878,1,Not Significant,0,0,
ENSCSAG00000005401.1_ITGA5,182.7701249,-0.039887545,0.175583364,-0.227171549,0.82029035,1,Not Significant,0,0,
ENSCSAG00000005402.1,12.04116104,-0.214221387,0.352252286,-0.608147614,0.543089575,1,Not Significant,0,0,
ENSCSAG00000005403.1_SFXN2,298.6988523,-0.200199516,0.189140996,-1.058467074,0.289842554,1,Not Significant,0,0,
ENSCSAG00000005404.1_EME1,1.655097529,-0.861509911,0.78531444,-1.097025429,0.272630276,1,Not Significant,0,0,
ENSCSAG00000005405.1_ZNF423,23.72949868,0.004641443,0.307396851,0.015099188,0.987953049,1,Not Significant,0,0,
ENSCSAG00000005406.1_ABTB2,157.1231485,0.079388582,0.192483306,0.412443987,0.680014028,1,Not Significant,0,0,
ENSCSAG00000005407.1_ZNF385A,43.38066061,-0.520052275,0.328478796,-1.583214142,0.113372664,1,Not Significant,0,0,
ENSCSAG00000005408.1_ARL3,7.8595225,0.76394731,0.445577931,1.714508861,0.086435311,1,Not Significant,0,0,
ENSCSAG00000005409.1_SHISAL1,1.966193615,0.081488949,0.722993549,0.112710478,0.910260094,1,Not Significant,0,0,
ENSCSAG00000005410.1_C16orf78,0.014732337,-0.506740947,3.402686996,-0.148923762,0.881613791,1,Not Significant,0,0,
ENSCSAG00000005411.1_TRIM8,598.9032944,-0.059039878,0.161733379,-0.365044485,0.7150782,1,Not Significant,0,0,
ENSCSAG00000005412.1_LRRC59,79.52380773,0.109138707,0.247782268,0.440462135,0.659602431,1,Not Significant,0,0,
ENSCSAG00000005413.1_PIK3R2,31.17634097,-0.28427132,0.272495704,-1.043213948,0.296849215,1,Not Significant,0,0,
ENSCSAG00000005414.1_CHAD,58.34091105,0.572724677,0.328859072,1.741550485,0.081587132,1,Not Significant,0,0,
ENSCSAG00000005415.1_CBLN1,33.63918804,0.029366713,0.272654877,0.107706537,0.914228484,1,Not Significant,0,0,
ENSCSAG00000005416.1_SUFU,26.33419555,0.006424578,0.279869181,0.022955648,0.981685651,1,Not Significant,0,0,
ENSCSAG00000005417.1_N4BP1,210.9831892,-0.178181584,0.137083611,-1.299802234,0.193668759,1,Not Significant,0,0,
ENSCSAG00000005418.1_CAT,7320.269926,-0.044507791,0.221157688,-0.201249126,0.84050378,1,Not Significant,0,0,
ENSCSAG00000005419.1_ACTR1A,195.381337,-0.06656953,0.163893702,-0.406175034,0.684613997,1,Not Significant,0,0,
ENSCSAG00000005420.1_ACSF2,694.4766604,0.197726025,0.10121921,1.953443676,0.050767045,1,Not Significant,0,0,
ENSCSAG00000005421.1_COPZ1,52.07175777,-0.076620074,0.226897114,-0.337686419,0.73559951,1,Not Significant,0,0,
